Municipality,numbered,TOWN CODE,Net Grand List - 2008 GL Year
"ANDOVER",1.0000000000000000e+00,1.0000000000000000e+00,2.7365062900000000e+08
"ANSONIA",2.0000000000000000e+00,2.0000000000000000e+00,1.1703638440000000e+09
"ASHFORD",3.0000000000000000e+00,3.0000000000000000e+00,3.3883714600000000e+08
"AVON",4.0000000000000000e+00,4.0000000000000000e+00,2.6210127300000000e+09
"BARKHAMSTED",5.0000000000000000e+00,5.0000000000000000e+00,3.6939377200000000e+08
"BEACON FALLS",6.0000000000000000e+00,6.0000000000000000e+00,5.2931952900000000e+08
"BERLIN",7.0000000000000000e+00,7.0000000000000000e+00,2.2949220310000000e+09
"BETHANY",8.0000000000000000e+00,8.0000000000000000e+00,6.2067071100000000e+08
"BETHEL",9.0000000000000000e+00,9.0000000000000000e+00,2.3041649600000000e+09
"BETHLEHEM",1.0000000000000000e+01,1.0000000000000000e+01,3.9867901200000000e+08
"BLOOMFIELD",1.1000000000000000e+01,1.1000000000000000e+01,1.8240807640000000e+09
"BOLTON",1.2000000000000000e+01,1.2000000000000000e+01,4.6854674500000000e+08
"BOZRAH",1.3000000000000000e+01,1.3000000000000000e+01,2.5033280200000000e+08
"BRANFORD",1.4000000000000000e+01,1.4000000000000000e+01,3.3503414400000000e+09
"BRIDGEPORT",1.5000000000000000e+01,1.5000000000000000e+01,6.7711346940000000e+09
"BRIDGEWATER",1.6000000000000000e+01,1.6000000000000000e+01,4.1338902200000000e+08
"BRISTOL",1.7000000000000000e+01,1.7000000000000000e+01,4.3776683300000000e+09
"BROOKFIELD",1.8000000000000000e+01,1.8000000000000000e+01,2.5740947330000000e+09
"BROOKLYN",1.9000000000000000e+01,1.9000000000000000e+01,5.1122694800000000e+08
"BURLINGTON",2.0000000000000000e+01,2.0000000000000000e+01,9.1054222700000000e+08
"CANAAN",2.1000000000000000e+01,2.1000000000000000e+01,1.8810880800000000e+08
"CANTERBURY",2.2000000000000000e+01,2.2000000000000000e+01,3.5563141100000000e+08
"CANTON",2.3000000000000000e+01,2.3000000000000000e+01,1.1114948250000000e+09
"CHAPLIN",2.4000000000000000e+01,2.4000000000000000e+01,1.6966604000000000e+08
"CHESHIRE",2.5000000000000000e+01,2.5000000000000000e+01,2.8522936930000000e+09
"CHESTER",2.6000000000000000e+01,2.6000000000000000e+01,5.0517317800000000e+08
"CLINTON",2.7000000000000000e+01,2.7000000000000000e+01,1.6672408490000000e+09
"COLCHESTER",2.8000000000000000e+01,2.8000000000000000e+01,1.2694837430000000e+09
"COLEBROOK",2.9000000000000000e+01,2.9000000000000000e+01,1.8583292500000000e+08
"COLUMBIA",3.0000000000000000e+01,3.0000000000000000e+01,5.2763857600000000e+08
"CORNWALL",3.1000000000000000e+01,3.1000000000000000e+01,4.5284437000000000e+08
"COVENTRY",3.2000000000000000e+01,3.2000000000000000e+01,8.5881756100000000e+08
"CROMWELL",3.3000000000000000e+01,3.3000000000000000e+01,1.3620729440000000e+09
"DANBURY",3.4000000000000000e+01,3.4000000000000000e+01,7.2734233030000000e+09
"DARIEN",3.5000000000000000e+01,3.5000000000000000e+01,6.6022626550000000e+09
"DEEP RIVER",3.6000000000000000e+01,3.6000000000000000e+01,5.2294229900000000e+08
"DERBY",3.7000000000000000e+01,3.7000000000000000e+01,9.1255871900000000e+08
"DURHAM",3.8000000000000000e+01,3.8000000000000000e+01,7.8766962600000000e+08
"EAST GRANBY",3.9000000000000000e+01,4.0000000000000000e+01,5.7037274100000000e+08
"EAST HADDAM",4.0000000000000000e+01,4.1000000000000000e+01,9.7392272800000000e+08
"EAST HAMPTON",4.1000000000000000e+01,4.2000000000000000e+01,1.1422713100000000e+09
"EAST HARTFORD",4.2000000000000000e+01,4.3000000000000000e+01,3.2690563370000000e+09
"EAST HAVEN",4.3000000000000000e+01,4.4000000000000000e+01,2.2458295700000000e+09
"EAST LYME",4.4000000000000000e+01,4.5000000000000000e+01,2.2973697300000000e+09
"EAST WINDSOR",4.5000000000000000e+01,4.7000000000000000e+01,1.0913153900000000e+09
"EASTFORD",4.6000000000000000e+01,3.9000000000000000e+01,1.6208984700000000e+08
"EASTON",4.7000000000000000e+01,4.6000000000000000e+01,1.6632026780000000e+09
"ELLINGTON",4.8000000000000000e+01,4.8000000000000000e+01,1.2583669070000000e+09
"ENFIELD",4.9000000000000000e+01,4.9000000000000000e+01,3.1935396400000000e+09
"ESSEX",5.0000000000000000e+01,5.0000000000000000e+01,1.1207852430000000e+09
"FAIRFIELD",5.1000000000000000e+01,5.1000000000000000e+01,1.1947273145000000e+10
"FARMINGTON",5.2000000000000000e+01,5.2000000000000000e+01,3.7141603280000000e+09
"FRANKLIN",5.3000000000000000e+01,5.3000000000000000e+01,2.0942641300000000e+08
"GLASTONBURY",5.4000000000000000e+01,5.4000000000000000e+01,4.1186380300000000e+09
"GOSHEN",5.5000000000000000e+01,5.5000000000000000e+01,6.0153160600000000e+08
"GRANBY",5.6000000000000000e+01,5.6000000000000000e+01,1.0442531230000000e+09
"GREENWICH",5.7000000000000000e+01,5.7000000000000000e+01,3.4151732778000000e+10
"GRISWOLD",5.8000000000000000e+01,5.8000000000000000e+01,8.1679693500000000e+08
"GROTON",5.9000000000000000e+01,5.9000000000000000e+01,4.3193358930000000e+09
"GROTON (City of)",6.0000000000000000e+01,,
"GUILFORD",6.1000000000000000e+01,6.0000000000000000e+01,3.4675154650000000e+09
"HADDAM",6.2000000000000000e+01,6.1000000000000000e+01,8.8720618000000000e+08
"HAMDEN",6.3000000000000000e+01,6.2000000000000000e+01,4.3229714370000000e+09
"HAMPTON",6.4000000000000000e+01,6.3000000000000000e+01,1.5271721400000000e+08
"HARTFORD",6.5000000000000000e+01,6.4000000000000000e+01,3.4984767390000000e+09
"HARTLAND",6.6000000000000000e+01,6.5000000000000000e+01,1.9442608000000000e+08
"HARWINTON",6.7000000000000000e+01,6.6000000000000000e+01,5.5558654600000000e+08
"HEBRON",6.8000000000000000e+01,6.7000000000000000e+01,8.5590814000000000e+08
"KENT",6.9000000000000000e+01,6.8000000000000000e+01,6.5184884000000000e+08
"KILLINGLY",7.0000000000000000e+01,6.9000000000000000e+01,1.3376375500000000e+09
"KILLINGWORTH",7.1000000000000000e+01,7.0000000000000000e+01,8.0859333900000000e+08
"LEBANON",7.2000000000000000e+01,7.1000000000000000e+01,6.5292980800000000e+08
"LEDYARD",7.3000000000000000e+01,7.2000000000000000e+01,1.1933634400000000e+09
"LISBON",7.4000000000000000e+01,7.3000000000000000e+01,4.1207239300000000e+08
"LITCHFIELD",7.5000000000000000e+01,7.4000000000000000e+01,1.0904878770000000e+09
"LYME",7.6000000000000000e+01,7.5000000000000000e+01,6.0210444000000000e+08
"MADISON",7.7000000000000000e+01,7.6000000000000000e+01,3.4197500380000000e+09
"MANCHESTER",7.8000000000000000e+01,7.7000000000000000e+01,4.3264796930000000e+09
"MANSFIELD",7.9000000000000000e+01,7.8000000000000000e+01,9.2692861800000000e+08
"MARLBOROUGH",8.0000000000000000e+01,7.9000000000000000e+01,6.2215357900000000e+08
"MERIDEN",8.1000000000000000e+01,8.0000000000000000e+01,3.6809349410000000e+09
"MIDDLEBURY",8.2000000000000000e+01,8.1000000000000000e+01,1.0771388010000000e+09
"MIDDLEFIELD",8.3000000000000000e+01,8.2000000000000000e+01,4.6084069000000000e+08
"MIDDLETOWN",8.4000000000000000e+01,8.3000000000000000e+01,3.5988555310000000e+09
"MILFORD",8.5000000000000000e+01,8.4000000000000000e+01,5.4430895550000000e+09
"MONROE",8.6000000000000000e+01,8.5000000000000000e+01,2.1325468500000000e+09
"MONTVILLE",8.7000000000000000e+01,8.6000000000000000e+01,1.5208521930000000e+09
"MORRIS",8.8000000000000000e+01,8.7000000000000000e+01,3.4597072500000000e+08
"NAUGATUCK",8.9000000000000000e+01,8.8000000000000000e+01,2.0280543000000000e+09
"NEW BRITAIN",9.0000000000000000e+01,8.9000000000000000e+01,2.9819061370000000e+09
"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+01,8.1418602600000000e+09
"NEW FAIRFIELD",9.2000000000000000e+01,9.1000000000000000e+01,1.8396354320000000e+09
"NEW HARTFORD",9.3000000000000000e+01,9.2000000000000000e+01,7.0513142500000000e+08
"NEW HAVEN",9.4000000000000000e+01,9.3000000000000000e+01,5.3896055310000000e+09
"NEW LONDON",9.5000000000000000e+01,9.5000000000000000e+01,1.6432030530000000e+09
"NEW MILFORD",9.6000000000000000e+01,9.6000000000000000e+01,3.0913750350000000e+09
"NEWINGTON",9.7000000000000000e+01,9.4000000000000000e+01,2.6896940060000000e+09
"NEWTOWN",9.8000000000000000e+01,9.7000000000000000e+01,3.9277789660000000e+09
"NORFOLK",9.9000000000000000e+01,9.8000000000000000e+01,3.1009275000000000e+08
"NORTH BRANFORD",1.0000000000000000e+02,9.9000000000000000e+01,1.3118578520000000e+09
"NORTH CANAAN",1.0100000000000000e+02,1.0000000000000000e+02,3.7136905000000000e+08
"NORTH HAVEN",1.0200000000000000e+02,1.0100000000000000e+02,2.9577387730000000e+09
"NORTH STONINGTON",1.0300000000000000e+02,1.0200000000000000e+02,6.2344783900000000e+08
"NORWALK",1.0400000000000000e+02,1.0300000000000000e+02,1.2625020123000000e+10
"NORWICH",1.0500000000000000e+02,1.0400000000000000e+02,2.3806452940000000e+09
"OLD LYME",1.0600000000000000e+02,1.0500000000000000e+02,1.5010150700000000e+09
"OLD SAYBROOK",1.0700000000000000e+02,1.0600000000000000e+02,2.5468376940000000e+09
"ORANGE",1.0800000000000000e+02,1.0700000000000000e+02,1.7581896060000000e+09
"OXFORD",1.0900000000000000e+02,1.0800000000000000e+02,1.4120780450000000e+09
"PLAINFIELD",1.1000000000000000e+02,1.0900000000000000e+02,1.0488095700000000e+09
"PLAINVILLE",1.1100000000000000e+02,1.1000000000000000e+02,1.4227850900000000e+09
"PLYMOUTH",1.1200000000000000e+02,1.1100000000000000e+02,8.2427333600000000e+08
"POMFRET",1.1300000000000000e+02,1.1200000000000000e+02,3.4743276500000000e+08
"PORTLAND",1.1400000000000000e+02,1.1300000000000000e+02,8.4863613300000000e+08
"PRESTON",1.1500000000000000e+02,1.1400000000000000e+02,4.4599721700000000e+08
"PROSPECT",1.1600000000000000e+02,1.1500000000000000e+02,8.1046768500000000e+08
"PUTNAM",1.1700000000000000e+02,1.1600000000000000e+02,6.3866505500000000e+08
"REDDING",1.1800000000000000e+02,1.1700000000000000e+02,1.9807584490000000e+09
"RIDGEFIELD",1.1900000000000000e+02,1.1800000000000000e+02,5.5250481860000000e+09
"ROCKY HILL",1.2000000000000000e+02,1.1900000000000000e+02,2.2092564140000000e+09
"ROXBURY",1.2100000000000000e+02,1.2000000000000000e+02,7.3696850000000000e+08
"SALEM",1.2200000000000000e+02,1.2100000000000000e+02,4.3004378800000000e+08
"SALISBURY",1.2300000000000000e+02,1.2200000000000000e+02,1.1951832900000000e+09
"SCOTLAND",1.2400000000000000e+02,1.2300000000000000e+02,1.2860205200000000e+08
"SEYMOUR",1.2500000000000000e+02,1.2400000000000000e+02,1.3828361250000000e+09
"SHARON",1.2600000000000000e+02,1.2500000000000000e+02,8.3757142200000000e+08
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,5.1989717500000000e+09
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,7.3281378000000000e+08
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,2.6008093180000000e+09
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,7.7405870300000000e+08
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,2.7783248730000000e+09
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,2.6035923910000000e+09
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,4.0220410590000000e+09
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.9834245000000000e+08
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,8.0809020500000000e+08
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,2.4217520842000000e+10
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,3.2031052400000000e+08
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,3.1396589900000000e+09
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,4.7711380400000000e+09
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.3896115730000000e+09
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,6.3052548900000000e+08
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,6.6855340000000000e+08
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.2368359080000000e+09
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.9759342680000000e+09
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,5.1484620550000000e+09
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,9.4639600000000000e+07
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.7014544060000000e+09
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,2.2267986700000000e+08
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,4.4115477160000000e+09
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,3.4810737000000000e+08
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,1.2506884500000000e+09
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,5.4253146960000000e+09
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,3.7247313520000000e+09
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.9573714730000000e+09
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4.9760739680000000e+09
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,3.0220567280000000e+09
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,1.3495320320000000e+09
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.6186288950000000e+09
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,1.0759383766000000e+10
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,2.3095010500000000e+09
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,4.6916723700000000e+08
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,5.0388184220000000e+09
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,8.2903848200000000e+08
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,9.4412165500000000e+08
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,3.0070320070000000e+09
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,1.3758376270000000e+09
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.3752069740000000e+09
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,1.2392632900000000e+09
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,1.2135161260000000e+09
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,7.8778658600000000e+08
