Municipality,numbered,County_Identifier,Curr_Year_Taxes_Collected,Curr_Year_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Total_Adjusted_Taxes_Collectible
"ANDOVER",1.0000000000000000e+00,"T",7498858.0000,7543508.0000,7612306.0000,7670979.0000
"ANSONIA",2.0000000000000000e+00,"NH",28460138.0000,29387424.0000,29235841.0000,31832641.0000
"ASHFORD",3.0000000000000000e+00,"W",8216323.0000,8371275.0000,8319109.0000,8792801.0000
"AVON",4.0000000000000000e+00,"H",60965260.0000,61073939.0000,61062537.0000,61193847.0000
"BARKHAMSTED",5.0000000000000000e+00,"L",7928572.0000,8092241.0000,8074797.0000,8512289.0000
"BEACON FALLS",6.0000000000000000e+00,"NH",12190644.0000,12619510.0000,12430242.0000,13258903.0000
"BERLIN",7.0000000000000000e+00,"H",50315554.0000,51124528.0000,50836464.0000,52568314.0000
"BETHANY",8.0000000000000000e+00,"NH",16495305.0000,16634942.0000,16663398.0000,16912662.0000
"BETHEL",9.0000000000000000e+00,"F",48405405.0000,49090160.0000,49125725.0000,50034431.0000
"BETHLEHEM",1.0000000000000000e+01,"L",8302768.0000,8488564.0000,8463300.0000,8893100.0000
"BLOOMFIELD",1.1000000000000000e+01,"H",60677058.0000,62068048.0000,61374489.0000,63702931.0000
"BOLTON",1.2000000000000000e+01,"T",13000677.0000,13161954.0000,13084122.0000,13402778.0000
"BOZRAH",1.3000000000000000e+01,"NL",4752713.0000,4888956.0000,4806017.0000,5125347.0000
"BRANFORD",1.4000000000000000e+01,"NH",77203372.0000,78567255.0000,77967396.0000,80946784.0000
"BRIDGEPORT",1.5000000000000000e+01,"F",260055196.0000,266479224.0000,262654439.0000,296629871.0000
"BRIDGEWATER",1.6000000000000000e+01,"L",6249242.0000,6275770.0000,6298011.0000,6413153.0000
"BRISTOL",1.7000000000000000e+01,"H",108912000.0000,110520000.0000,110790000.0000,113693000.0000
"BROOKFIELD",1.8000000000000000e+01,"F",47501986.0000,47990624.0000,47887854.0000,48631471.0000
"BROOKLYN",1.9000000000000000e+01,"W",11068644.0000,11415926.0000,11389288.0000,12135458.0000
"BURLINGTON",2.0000000000000000e+01,"H",23137930.0000,23432886.0000,23525134.0000,24161111.0000
"CANAAN",2.1000000000000000e+01,"L",3461317.0000,3502634.0000,3492771.0000,3568603.0000
"CANTERBURY",2.2000000000000000e+01,"W",7613257.0000,7811809.0000,7784383.0000,8134303.0000
"CANTON",2.3000000000000000e+01,"H",28060523.0000,28383440.0000,28251639.0000,29101208.0000
"CHAPLIN",2.4000000000000000e+01,"W",5004852.0000,5085070.0000,5109883.0000,5220653.0000
"CHESHIRE",2.5000000000000000e+01,"NH",72847492.0000,73095410.0000,73066750.0000,73348199.0000
"CHESTER",2.6000000000000000e+01,"M",10371436.0000,10517242.0000,10498470.0000,10775223.0000
"CLINTON",2.7000000000000000e+01,"M",35878022.0000,36123678.0000,36130443.0000,36681885.0000
"COLCHESTER",2.8000000000000000e+01,"NL",29550407.0000,30066131.0000,29993435.0000,31315886.0000
"COLEBROOK",2.9000000000000000e+01,"L",4404160.0000,4475346.0000,4472119.0000,4612496.0000
"COLUMBIA",3.0000000000000000e+01,"T",11939877.0000,12132579.0000,12048173.0000,12429704.0000
"CORNWALL",3.1000000000000000e+01,"L",5380995.0000,5457759.0000,5408538.0000,5629651.0000
"COVENTRY",3.2000000000000000e+01,"T",24099128.0000,24607427.0000,24513875.0000,25456967.0000
"CROMWELL",3.3000000000000000e+01,"M",35217856.0000,35490099.0000,35466615.0000,36381903.0000
"DANBURY",3.4000000000000000e+01,"F",153187028.0000,155260859.0000,155591294.0000,162169599.0000
"DARIEN",3.5000000000000000e+01,"F",97917015.0000,98639743.0000,98530991.0000,100095539.0000
"DEEP RIVER",3.6000000000000000e+01,"M",11003160.0000,11172317.0000,11192032.0000,11497829.0000
"DERBY",3.7000000000000000e+01,"NH",23219129.0000,23872842.0000,23680991.0000,25115408.0000
"DURHAM",3.8000000000000000e+01,"M",20193606.0000,20428866.0000,20385197.0000,20762339.0000
"EAST GRANBY",3.9000000000000000e+01,"H",14324903.0000,14485941.0000,14514129.0000,14863641.0000
"EAST HADDAM",4.0000000000000000e+01,"M",19776828.0000,19953985.0000,19935846.0000,20219553.0000
"EAST HAMPTON",4.1000000000000000e+01,"M",26889271.0000,27465527.0000,27168481.0000,28149857.0000
"EAST HARTFORD",4.2000000000000000e+01,"H",95398000.0000,97618000.0000,97489000.0000,100667000.0000
"EAST HAVEN",4.3000000000000000e+01,"NH",49575213.0000,50736871.0000,50297043.0000,52733438.0000
"EAST LYME",4.4000000000000000e+01,"NL",43271547.0000,43868665.0000,43696498.0000,44712499.0000
"EAST WINDSOR",4.5000000000000000e+01,"H",22502735.0000,23167459.0000,23044472.0000,24478270.0000
"EASTFORD",4.6000000000000000e+01,"W",3145489.0000,3214283.0000,3202747.0000,3311189.0000
"EASTON",4.7000000000000000e+01,"F",35486703.0000,35863290.0000,35758156.0000,36458793.0000
"ELLINGTON",4.8000000000000000e+01,"T",30905543.0000,31270709.0000,31399036.0000,32264168.0000
"ENFIELD",4.9000000000000000e+01,"H",73940000.0000,75353000.0000,75060000.0000,78847000.0000
"ESSEX",5.0000000000000000e+01,"M",18567871.0000,18791825.0000,18743897.0000,19104511.0000
"FAIRFIELD",5.1000000000000000e+01,"F",220080000.0000,222627000.0000,222852000.0000,226511000.0000
"FARMINGTON",5.2000000000000000e+01,"H",72459534.0000,72659322.0000,72658571.0000,72980986.0000
"FRANKLIN",5.3000000000000000e+01,"NL",3941534.0000,3992520.0000,4070633.0000,4149186.0000
"GLASTONBURY",5.4000000000000000e+01,"H",117896533.0000,118936203.0000,118772634.0000,119984894.0000
"GOSHEN",5.5000000000000000e+01,"L",8602458.0000,8653800.0000,8643476.0000,8721623.0000
"GRANBY",5.6000000000000000e+01,"H",30232680.0000,30507400.0000,30494463.0000,30909463.0000
"GREENWICH",5.7000000000000000e+01,"F",280715663.0000,282807657.0000,281989910.0000,286241062.0000
"GRISWOLD",5.8000000000000000e+01,"NL",13358080.0000,13640640.0000,13621575.0000,14309639.0000
"GROTON",5.9000000000000000e+01,"NL",72295221.0000,73703362.0000,74137396.0000,76440445.0000
"GROTON (City of)",6.0000000000000000e+01,,5598314.0000,5645133.0000,5849825.0000,5919747.0000
"GUILFORD",6.1000000000000000e+01,"NH",63026349.0000,63355836.0000,63263095.0000,63847106.0000
"HADDAM",6.2000000000000000e+01,"M",23079562.0000,23381525.0000,23392166.0000,24689089.0000
"HAMDEN",6.3000000000000000e+01,"NH",124111922.0000,126148748.0000,124272025.0000,128130613.0000
"HAMPTON",6.4000000000000000e+01,"W",3679321.0000,3783633.0000,3713463.0000,3867484.0000
"HARTFORD",6.5000000000000000e+01,"H",249186000.0000,260038000.0000,256403000.0000,283787000.0000
"HARTLAND",6.6000000000000000e+01,"H",4469635.0000,4532107.0000,4512762.0000,4593265.0000
"HARWINTON",6.7000000000000000e+01,"L",12456185.0000,12679913.0000,12623066.0000,13376592.0000
"HEBRON",6.8000000000000000e+01,"T",23821495.0000,24208195.0000,24163986.0000,24850991.0000
"KENT",6.9000000000000000e+01,"L",9039494.0000,9141395.0000,9131049.0000,9406601.0000
"KILLINGLY",7.0000000000000000e+01,"W",25814694.0000,26462489.0000,26347633.0000,27672584.0000
"KILLINGWORTH",7.1000000000000000e+01,"M",16920866.0000,17022510.0000,17012384.0000,17146154.0000
"LEBANON",7.2000000000000000e+01,"NL",13535667.0000,13884841.0000,13873260.0000,14368228.0000
"LEDYARD",7.3000000000000000e+01,"NL",29402474.0000,29787129.0000,29681660.0000,30219476.0000
"LISBON",7.4000000000000000e+01,"NL",6481342.0000,6631822.0000,6578265.0000,6829405.0000
"LITCHFIELD",7.5000000000000000e+01,"L",22767000.0000,23154000.0000,23176000.0000,23759000.0000
"LYME",7.6000000000000000e+01,"NL",7575020.0000,7634376.0000,7661420.0000,7793667.0000
"MADISON",7.7000000000000000e+01,"NH",62913828.0000,63270649.0000,63082598.0000,63845570.0000
"MANCHESTER",7.8000000000000000e+01,"H",121712000.0000,123881000.0000,123302000.0000,127836000.0000
"MANSFIELD",7.9000000000000000e+01,"T",23519555.0000,23909203.0000,23760005.0000,24467762.0000
"MARLBOROUGH",8.0000000000000000e+01,"H",16422984.0000,16531506.0000,16521018.0000,16705888.0000
"MERIDEN",8.1000000000000000e+01,"NH",103229589.0000,105882618.0000,105475970.0000,112660089.0000
"MIDDLEBURY",8.2000000000000000e+01,"NH",25007831.0000,25441931.0000,25180638.0000,25974372.0000
"MIDDLEFIELD",8.3000000000000000e+01,"M",11230161.0000,11421007.0000,11353285.0000,11639319.0000
"MIDDLETOWN",8.4000000000000000e+01,"M",93258000.0000,95330000.0000,95136000.0000,99198000.0000
"MILFORD",8.5000000000000000e+01,"NH",144241000.0000,146988000.0000,146018000.0000,154308000.0000
"MONROE",8.6000000000000000e+01,"F",61590477.0000,62457178.0000,62088702.0000,63312797.0000
"MONTVILLE",8.7000000000000000e+01,"NL",31558711.0000,32151793.0000,32182245.0000,33575947.0000
"MORRIS",8.8000000000000000e+01,"L",7063372.0000,7110867.0000,7111535.0000,7180870.0000
"NAUGATUCK",8.9000000000000000e+01,"NH",60673085.0000,63291382.0000,62683722.0000,71106281.0000
"NEW BRITAIN",9.0000000000000000e+01,"H",98267000.0000,102274000.0000,101570000.0000,113416000.0000
"NEW CANAAN",9.1000000000000000e+01,"F",108948122.0000,109817769.0000,109797331.0000,111458074.0000
"NEW FAIRFIELD",9.2000000000000000e+01,"F",37385650.0000,37690470.0000,37597560.0000,38035321.0000
"NEW HARTFORD",9.3000000000000000e+01,"L",16447947.0000,16700494.0000,16676073.0000,17102491.0000
"NEW HAVEN",9.4000000000000000e+01,"NH",201314351.0000,206066188.0000,204362746.0000,212236531.0000
"NEW LONDON",9.5000000000000000e+01,"NL",38497317.0000,39299610.0000,39008517.0000,40657354.0000
"NEW MILFORD",9.6000000000000000e+01,"L",66290924.0000,67663773.0000,67457394.0000,69801438.0000
"NEWINGTON",9.7000000000000000e+01,"H",74378000.0000,75091000.0000,75057000.0000,76210000.0000
"NEWTOWN",9.8000000000000000e+01,"F",89465838.0000,90216520.0000,89897665.0000,91284871.0000
"NORFOLK",9.9000000000000000e+01,"L",5883233.0000,6003951.0000,5996302.0000,6199409.0000
"NORTH BRANFORD",1.0000000000000000e+02,"NH",33093376.0000,33537433.0000,33608410.0000,34380628.0000
"NORTH CANAAN",1.0100000000000000e+02,"L",7026404.0000,7232593.0000,7181026.0000,7661232.0000
"NORTH HAVEN",1.0200000000000000e+02,"NH",66776879.0000,67564323.0000,67844763.0000,70110651.0000
"NORTH STONINGTON",1.0300000000000000e+02,"NL",12160098.0000,12430942.0000,12425497.0000,12796981.0000
"NORWALK",1.0400000000000000e+02,"F",242227938.0000,245698355.0000,244289623.0000,249736709.0000
"NORWICH",1.0500000000000000e+02,"NL",52938000.0000,55162000.0000,53986000.0000,58056000.0000
"OLD LYME",1.0600000000000000e+02,"NL",28879516.0000,29261335.0000,29211996.0000,29884027.0000
"OLD SAYBROOK",1.0700000000000000e+02,"M",32914062.0000,33109911.0000,33024657.0000,33380400.0000
"ORANGE",1.0800000000000000e+02,"NH",48907003.0000,49448245.0000,49198820.0000,49847700.0000
"OXFORD",1.0900000000000000e+02,"NH",26621005.0000,27192114.0000,27169062.0000,31735785.0000
"PLAINFIELD",1.1000000000000000e+02,"W",19387434.0000,20116296.0000,19979568.0000,21589234.0000
"PLAINVILLE",1.1100000000000000e+02,"H",35532079.0000,36514008.0000,36086160.0000,38087834.0000
"PLYMOUTH",1.1200000000000000e+02,"L",23684247.0000,24541174.0000,24315919.0000,26487602.0000
"POMFRET",1.1300000000000000e+02,"W",7048840.0000,7119003.0000,7133291.0000,7245757.0000
"PORTLAND",1.1400000000000000e+02,"M",22558676.0000,23001025.0000,23007278.0000,23859223.0000
"PRESTON",1.1500000000000000e+02,"NL",8218402.0000,8471139.0000,8357818.0000,8754413.0000
"PROSPECT",1.1600000000000000e+02,"NH",19906020.0000,20155933.0000,20098631.0000,20677653.0000
"PUTNAM",1.1700000000000000e+02,"W",8381411.0000,8619513.0000,8519152.0000,9032058.0000
"REDDING",1.1800000000000000e+02,"F",41453864.0000,42068864.0000,41564189.0000,42612419.0000
"RIDGEFIELD",1.1900000000000000e+02,"F",107420320.0000,108814208.0000,108686446.0000,112160546.0000
"ROCKY HILL",1.2000000000000000e+02,"H",49918954.0000,50276269.0000,50183804.0000,50763945.0000
"ROXBURY",1.2100000000000000e+02,"L",7945734.0000,8008794.0000,8003080.0000,8081613.0000
"SALEM",1.2200000000000000e+02,"NL",9780515.0000,9996145.0000,9928342.0000,10264334.0000
"SALISBURY",1.2300000000000000e+02,"L",11001888.0000,11122750.0000,11081130.0000,11326168.0000
"SCOTLAND",1.2400000000000000e+02,"W",3232019.0000,3334871.0000,3321276.0000,3674812.0000
"SEYMOUR",1.2500000000000000e+02,"NH",34390606.0000,35092415.0000,34736121.0000,36305279.0000
"SHARON",1.2600000000000000e+02,"L",8468615.0000,8636870.0000,8657952.0000,9043222.0000
"SHELTON",1.2700000000000000e+02,"F",94691310.0000,95890002.0000,95443459.0000,97471507.0000
"SHERMAN",1.2800000000000000e+02,"F",11055505.0000,11144741.0000,11097869.0000,11206491.0000
"SIMSBURY",1.2900000000000000e+02,"H",77566694.0000,78144883.0000,77886546.0000,78810724.0000
"SOMERS",1.3000000000000000e+02,"T",16646987.0000,16783454.0000,16783696.0000,17061554.0000
"SOUTH WINDSOR",1.3100000000000000e+02,"H",74256653.0000,75361514.0000,74847129.0000,77942630.0000
"SOUTHBURY",1.3200000000000000e+02,"NH",53605722.0000,53875471.0000,53950215.0000,54426140.0000
"SOUTHINGTON",1.3300000000000000e+02,"H",90995000.0000,92338000.0000,92137000.0000,94676000.0000
"SPRAGUE",1.3400000000000000e+02,"NL",4595342.0000,4754794.0000,4712771.0000,4997233.0000
"STAFFORD",1.3500000000000000e+02,"T",20658731.0000,21272680.0000,21303870.0000,22520807.0000
"STAMFORD",1.3600000000000000e+02,"F",395728749.0000,401605089.0000,397556539.0000,414081047.0000
"STERLING",1.3700000000000000e+02,"W",6068916.0000,6366972.0000,6325445.0000,6888415.0000
"STONINGTON",1.3800000000000000e+02,"NL",46700317.0000,47328356.0000,47183183.0000,47990825.0000
"STRATFORD",1.3900000000000000e+02,"F",136920401.0000,139908592.0000,138955897.0000,144247030.0000
"SUFFIELD",1.4000000000000000e+02,"H",31442423.0000,31877600.0000,31699702.0000,32383608.0000
"THOMASTON",1.4100000000000000e+02,"L",15687137.0000,16070948.0000,16140497.0000,17395680.0000
"THOMPSON",1.4200000000000000e+02,"W",11678760.0000,11913498.0000,11842536.0000,12403540.0000
"TOLLAND",1.4300000000000000e+02,"T",36030048.0000,36331806.0000,36322200.0000,36780494.0000
"TORRINGTON",1.4400000000000000e+02,"L",68401776.0000,68401776.0000,68401776.0000,68401776.0000
"TRUMBULL",1.4500000000000000e+02,"F",120851801.0000,122569976.0000,122249490.0000,125417756.0000
"UNION",1.4600000000000000e+02,"T",2108490.0000,2133794.0000,2104723.0000,2138683.0000
"VERNON",1.4700000000000000e+02,"T",53268067.0000,53909593.0000,53844073.0000,55125807.0000
"VOLUNTOWN",1.4800000000000000e+02,"NL",4323363.0000,4445928.0000,4485049.0000,4691935.0000
"WALLINGFORD",1.4900000000000000e+02,"NH",98344000.0000,100193000.0000,100271000.0000,103552000.0000
"WARREN",1.5000000000000000e+02,"L",4138117.0000,4178426.0000,4155604.0000,4203526.0000
"WASHINGTON",1.5100000000000000e+02,"L",13184540.0000,13407936.0000,13291247.0000,13604481.0000
"WATERBURY",1.5200000000000000e+02,"NH",203947000.0000,210322000.0000,207079000.0000,231470000.0000
"WATERFORD",1.5300000000000000e+02,"NL",60816120.0000,61399705.0000,61282590.0000,62376164.0000
"WATERTOWN",1.5400000000000000e+02,"L",42165317.0000,42762988.0000,42722953.0000,43615238.0000
"WEST HARTFORD",1.5500000000000000e+02,"H",184817000.0000,186542000.0000,185966000.0000,188513000.0000
"WEST HAVEN",1.5600000000000000e+02,"NH",82862226.0000,84226337.0000,83846347.0000,87999105.0000
"WESTBROOK",1.5700000000000000e+02,"M",21343627.0000,21550048.0000,21532592.0000,21959482.0000
"WESTON",1.5800000000000000e+02,"F",60671449.0000,61476303.0000,61318424.0000,62713833.0000
"WESTPORT",1.5900000000000000e+02,"F",152030726.0000,154750739.0000,153817538.0000,161913133.0000
"WETHERSFIELD",1.6000000000000000e+02,"H",70004521.0000,70693008.0000,70815175.0000,72314286.0000
"WILLINGTON",1.6100000000000000e+02,"T",10911259.0000,10984735.0000,11019197.0000,11126967.0000
"WILTON",1.6200000000000000e+02,"F",97141001.0000,97899043.0000,97676031.0000,99354285.0000
"WINCHESTER",1.6300000000000000e+02,"L",19602244.0000,19992193.0000,19974449.0000,20584333.0000
"WINDHAM",1.6400000000000000e+02,"W",27896647.0000,28364876.0000,28388861.0000,29283103.0000
"WINDSOR",1.6500000000000000e+02,"H",73947330.0000,74984463.0000,74607441.0000,76104627.0000
"WINDSOR LOCKS",1.6600000000000000e+02,"H",27044587.0000,27674926.0000,27523577.0000,28708366.0000
"WOLCOTT",1.6700000000000000e+02,"NH",30187366.0000,30885285.0000,31066040.0000,32473846.0000
"WOODBRIDGE",1.6800000000000000e+02,"NH",38161849.0000,38264590.0000,38407316.0000,38641000.0000
"WOODBURY",1.6900000000000000e+02,"L",25183314.0000,25574256.0000,25439197.0000,26280758.0000
"WOODSTOCK",1.7000000000000000e+02,"W",13472806.0000,13711445.0000,13664123.0000,14015611.0000
