MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL GROSS MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GROSS GRAND LIST,TOTAL NET GRAND LIST,OTHER
"ANDOVER",1.0000000000000000e+00,1.0000000000000000e+00,2.1467668800000000e+08,4.6964000000000000e+06,1.0683000000000000e+06,6.1680000000000000e+05,1.5360000000000000e+06,2.2936410800000000e+08,1.0125000000000000e+06,2.2835160800000000e+08,2.4721366000000000e+07,4.6048000000000000e+05,2.4260886000000000e+07,6.2607730000000000e+06,3.6699400000000000e+05,5.8937790000000000e+06,2.6034624700000000e+08,258506273.0000,6.7699200000000000e+06
"ANSONIA",2.0000000000000000e+00,2.0000000000000000e+00,9.0910860000000000e+08,1.0408600000000000e+08,2.0006500000000000e+07,3.3360000000000000e+05,1.6936400000000000e+07,1.0505953950000000e+09,6.7009360000000000e+06,1.0438944590000000e+09,9.0916888000000000e+07,1.0519080000000000e+06,8.9864980000000000e+07,4.4521036000000000e+07,3.7868300000000000e+06,4.0734206000000000e+07,1.1860333190000000e+09,1174493645.0000,1.2429500000000000e+05
"ASHFORD",3.0000000000000000e+00,3.0000000000000000e+00,2.2358100000000000e+08,1.2745100000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,9.2912000000000000e+06,2.5964455000000000e+08,5.9402500000000000e+05,2.5905052500000000e+08,2.9897442000000000e+07,9.9472200000000000e+05,2.8902720000000000e+07,7.5628770000000000e+06,5.8594200000000000e+05,6.9769350000000000e+06,2.9710486900000000e+08,294930180.0000,1.4027250000000000e+07
"AVON",4.0000000000000000e+00,4.0000000000000000e+00,2.1034324800000000e+09,2.4870078000000000e+08,2.8467040000000000e+07,3.4009000000000000e+05,3.7355920000000000e+07,2.4238044900000000e+09,4.9468600000000000e+06,2.4188576300000000e+09,1.7446525000000000e+08,8.2706000000000000e+05,1.7363819000000000e+08,9.0912010000000000e+07,1.5301040000000000e+07,7.5610970000000000e+07,2.6891817500000000e+09,2668106790.0000,5.5081800000000000e+06
"BARKHAMSTED",5.0000000000000000e+00,5.0000000000000000e+00,2.7885350000000000e+08,1.3118390000000000e+07,4.3317200000000000e+06,0.0000000000000000e+00,2.1320500000000000e+06,3.3383069000000000e+08,1.0687900000000000e+06,3.3276190000000000e+08,3.0788799000000000e+07,7.5325000000000000e+05,3.0035549000000000e+07,1.4710187000000000e+07,3.3656400000000000e+06,1.1344547000000000e+07,3.7932967600000000e+08,374141996.0000,3.5395030000000000e+07
"BEACON FALLS",6.0000000000000000e+00,6.0000000000000000e+00,3.5740982000000000e+08,1.4544290000000000e+07,3.0697430000000000e+07,3.1364000000000000e+05,0.0000000000000000e+00,4.1658601000000000e+08,4.0478580000000000e+06,4.1253815200000000e+08,4.1007660000000000e+07,3.6711000000000000e+05,4.0640550000000000e+07,2.0463570000000000e+07,2.1296380000000000e+06,1.8333932000000000e+07,4.7805724000000000e+08,471512634.0000,1.3620830000000000e+07
"BERLIN",7.0000000000000000e+00,7.0000000000000000e+00,1.5342242400000000e+09,2.8480818000000000e+08,1.3888260000000000e+08,3.4684000000000000e+06,0.0000000000000000e+00,2.0075324700000000e+09,1.1264068000000000e+07,1.9962684020000000e+09,1.9160127000000000e+08,1.1923310000000000e+07,1.7967796000000000e+08,2.3279946000000000e+08,5.7119040000000000e+07,1.7568042000000000e+08,2.4319332000000000e+09,2351626782.0000,4.6149050000000000e+07
"BETHANY",8.0000000000000000e+00,8.0000000000000000e+00,5.1701240000000000e+08,1.4671490000000000e+07,1.9591290000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.5856017000000000e+08,4.9289900000000000e+06,5.5363118000000000e+08,4.5999669000000000e+07,3.2738700000000000e+05,4.5672282000000000e+07,2.3652578000000000e+07,3.4763900000000000e+06,2.0176188000000000e+07,6.2821241700000000e+08,619479650.0000,7.2849900000000000e+06
"BETHEL",9.0000000000000000e+00,9.0000000000000000e+00,1.6892889800000000e+09,2.2509659000000000e+08,8.8050310000000000e+07,0.0000000000000000e+00,2.0779840000000000e+07,2.0803417400000000e+09,7.1398400000000000e+06,2.0732019000000000e+09,1.3669379000000000e+08,4.3542000000000000e+05,1.3625837000000000e+08,1.5494964000000000e+08,2.3945240000000000e+07,1.3100440000000000e+08,2.3719851700000000e+09,2340464670.0000,5.7126020000000000e+07
"BETHLEHEM",1.0000000000000000e+01,1.0000000000000000e+01,3.3095680000000000e+08,2.2356600000000000e+07,3.1460000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.6901690000000000e+08,2.9031400000000000e+06,3.6611376000000000e+08,3.2836080000000000e+07,1.5529000000000000e+05,3.2680790000000000e+07,8.2313320000000000e+06,1.4277370000000000e+06,6.8035950000000000e+06,4.1008431200000000e+08,405598145.0000,1.2557500000000000e+07
"BLOOMFIELD",1.1000000000000000e+01,1.1000000000000000e+01,1.1030581200000000e+09,2.6447799000000000e+08,1.8494299000000000e+08,0.0000000000000000e+00,1.0141167000000000e+08,1.6588633700000000e+09,3.4650000000000000e+06,1.6553983700000000e+09,1.4793061400000000e+08,9.4131900000000000e+06,1.3851742400000000e+08,2.7549478000000000e+08,8.8808870000000000e+07,1.8668591000000000e+08,2.0822887640000000e+09,1980601704.0000,4.9726000000000000e+06
"BOLTON",1.2000000000000000e+01,1.2000000000000000e+01,3.8850802000000000e+08,2.1975880000000000e+07,2.8663000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,4.3354162000000000e+08,2.1966650000000000e+06,4.3134495500000000e+08,3.9345400000000000e+07,6.5139800000000000e+05,3.8694002000000000e+07,1.1602370000000000e+07,1.9324000000000000e+06,9.6699700000000000e+06,4.8448939000000000e+08,479708927.0000,2.0191420000000000e+07
"BOZRAH",1.3000000000000000e+01,1.3000000000000000e+01,1.6472593000000000e+08,1.0985120000000000e+07,2.2801730000000000e+07,0.0000000000000000e+00,1.0877800000000000e+06,2.0992068000000000e+08,7.1017000000000000e+05,2.0921051000000000e+08,2.3353600000000000e+07,6.2507000000000000e+05,2.2728530000000000e+07,2.3137534000000000e+07,1.0732920000000000e+07,1.2404614000000000e+07,2.5641181400000000e+08,244343654.0000,1.0320120000000000e+07
"BRANFORD",1.4000000000000000e+01,1.4000000000000000e+01,2.6136083300000000e+09,3.4730731000000000e+08,1.0738148000000000e+08,2.8696000000000000e+06,3.8999970000000000e+07,3.1299900900000000e+09,9.4940000000000000e+06,3.1204960900000000e+09,2.2037787000000000e+08,3.3443540000000000e+06,2.1703351600000000e+08,1.5664579600000000e+08,2.7791210000000000e+07,1.2885458600000000e+08,3.5070137560000000e+09,3466384192.0000,1.9823400000000000e+07
"BRIDGEPORT",1.5000000000000000e+01,1.5000000000000000e+01,4.0899367420000000e+09,8.8433226700000000e+08,5.6430124600000000e+08,4.2171365000000000e+07,3.0804727000000000e+08,5.9660021220000000e+09,3.3281329000000000e+07,5.9327207930000000e+09,4.2113098800000000e+08,9.1018630000000000e+06,4.1202912500000000e+08,7.6014730900000000e+08,1.2393435300000000e+08,6.3621295600000000e+08,7.1472804190000000e+09,6980962874.0000,7.7213232000000000e+07
"BRIDGEWATER",1.6000000000000000e+01,1.6000000000000000e+01,3.3767795200000000e+08,2.8743000000000000e+06,7.0110000000000000e+05,5.5480000000000000e+05,0.0000000000000000e+00,3.6572420200000000e+08,7.8200000000000000e+05,3.6494220200000000e+08,1.7394749000000000e+07,4.8660000000000000e+04,1.7346089000000000e+07,3.6318070000000000e+06,3.4826000000000000e+05,3.2835470000000000e+06,3.8675075800000000e+08,385571838.0000,2.3916050000000000e+07
"BRISTOL",1.7000000000000000e+01,1.7000000000000000e+01,2.8631739400000000e+09,4.9224350000000000e+08,2.3059383000000000e+08,2.4392900000000000e+06,1.3211251000000000e+08,3.7670330400000000e+09,4.4328270000000000e+07,3.7227047700000000e+09,3.6606722000000000e+08,2.9679230000000000e+06,3.6309929700000000e+08,4.1041991000000000e+08,1.7547234000000000e+08,2.3494757000000000e+08,4.5435201700000000e+09,4320751637.0000,4.6469970000000000e+07
"BROOKFIELD",1.8000000000000000e+01,1.8000000000000000e+01,1.5511402660000000e+09,2.3697805000000000e+08,8.0278010000000000e+07,1.3432520000000000e+07,1.0739790000000000e+07,1.9332285860000000e+09,4.4621200000000000e+06,1.9287664660000000e+09,1.3920286200000000e+08,2.2245800000000000e+06,1.3697828200000000e+08,1.1261847100000000e+08,8.1937700000000000e+06,1.0442470100000000e+08,2.1850499190000000e+09,2170169449.0000,4.0659950000000000e+07
"BROOKLYN",1.9000000000000000e+01,1.9000000000000000e+01,3.8955350000000000e+08,3.3765200000000000e+07,4.0043000000000000e+06,2.5949000000000000e+06,1.5055400000000000e+07,4.6346882000000000e+08,1.5845000000000000e+06,4.6188432000000000e+08,5.1824845000000000e+07,9.2233000000000000e+05,5.0902515000000000e+07,1.6154273000000000e+07,1.1326700000000000e+06,1.5021603000000000e+07,5.3144793800000000e+08,527808438.0000,1.8495520000000000e+07
"BURLINGTON",2.0000000000000000e+01,2.0000000000000000e+01,7.8450783000000000e+08,1.3275050000000000e+07,3.1265500000000000e+06,0.0000000000000000e+00,3.4426000000000000e+05,8.4596576000000000e+08,1.1145470000000000e+06,8.4485121300000000e+08,7.9254950000000000e+07,2.2596000000000000e+05,7.9028990000000000e+07,1.1619467000000000e+07,1.1058100000000000e+06,1.0513657000000000e+07,9.3684017700000000e+08,934393860.0000,4.4712070000000000e+07
"CANAAN",2.1000000000000000e+01,2.1000000000000000e+01,1.1779550000000000e+08,6.2961000000000000e+06,1.0418400000000000e+07,2.4228000000000000e+06,0.0000000000000000e+00,1.7208300000000000e+08,2.3400000000000000e+05,1.7184900000000000e+08,9.5932600000000000e+06,4.9980000000000000e+04,9.5432800000000000e+06,1.2310770000000000e+07,2.2535850000000000e+06,1.0057185000000000e+07,1.9398703000000000e+08,191449465.0000,3.5150200000000000e+07
"CANTERBURY",2.2000000000000000e+01,2.2000000000000000e+01,3.0505405000000000e+08,1.0839880000000000e+07,4.1417000000000000e+06,1.4830000000000000e+05,1.6536000000000000e+06,3.4193596000000000e+08,3.4290000000000000e+06,3.3850696000000000e+08,3.8188360000000000e+07,9.2151000000000000e+05,3.7266850000000000e+07,8.0170940000000000e+06,6.1910000000000000e+05,7.3979940000000000e+06,3.8814141400000000e+08,383171804.0000,2.0098430000000000e+07
"CANTON",2.3000000000000000e+01,2.3000000000000000e+01,8.6341886000000000e+08,1.2921484000000000e+08,7.6631000000000000e+06,1.3758000000000000e+05,7.8448800000000000e+06,1.0105039800000000e+09,1.2390000000000000e+06,1.0092649800000000e+09,8.1239200000000000e+07,2.2347000000000000e+05,8.1015730000000000e+07,4.1233630000000000e+07,5.6225000000000000e+05,4.0671380000000000e+07,1.1329768100000000e+09,1130952090.0000,2.2247200000000000e+06
"CHAPLIN",2.4000000000000000e+01,2.4000000000000000e+01,1.3672930000000000e+08,7.4526000000000000e+06,1.4234000000000000e+06,0.0000000000000000e+00,2.8660000000000000e+05,1.4847360000000000e+08,3.6758000000000000e+05,1.4810602000000000e+08,1.5793610000000000e+07,5.0250000000000000e+04,1.5743360000000000e+07,9.1849300000000000e+06,3.3525000000000000e+05,8.8496800000000000e+06,1.7345214000000000e+08,172699060.0000,2.5817000000000000e+06
"CHESHIRE",2.5000000000000000e+01,2.5000000000000000e+01,2.1230594700000000e+09,2.1746943000000000e+08,1.7747121000000000e+08,0.0000000000000000e+00,1.3100530000000000e+07,2.5514232900000000e+09,1.7610424000000000e+07,2.5338128660000000e+09,2.2847580100000000e+08,7.7037560000000000e+06,2.2077204500000000e+08,1.3889881600000000e+08,2.9799067000000000e+07,1.0909974900000000e+08,2.9187979070000000e+09,2863684660.0000,2.0322650000000000e+07
"CHESTER",2.6000000000000000e+01,2.6000000000000000e+01,3.6808512000000000e+08,5.6983120000000000e+07,1.9849230000000000e+07,1.1204800000000000e+06,3.2454700000000000e+06,4.6084152000000000e+08,2.7957000000000000e+06,4.5804582000000000e+08,2.8155760000000000e+07,1.9579000000000000e+05,2.7959970000000000e+07,2.2717045000000000e+07,6.2761600000000000e+06,1.6440885000000000e+07,5.1171432500000000e+08,502446675.0000,1.1558100000000000e+07
"CLINTON",2.7000000000000000e+01,2.7000000000000000e+01,1.1675733900000000e+09,1.3417054800000000e+08,2.9660210000000000e+07,1.0399000000000000e+06,4.3959920000000000e+06,1.3543092900000000e+09,5.5330100000000000e+06,1.3487762800000000e+09,9.2342420000000000e+07,5.0176000000000000e+05,9.1840660000000000e+07,7.5786176000000000e+07,1.9572030000000000e+07,5.6214146000000000e+07,1.5224378860000000e+09,1496831086.0000,1.7469250000000000e+07
"COLCHESTER",2.8000000000000000e+01,2.8000000000000000e+01,8.7148630000000000e+08,8.5222200000000000e+07,8.7784000000000000e+06,4.2123000000000000e+06,2.0977200000000000e+07,1.0264507700000000e+09,3.8658000000000000e+06,1.0225849700000000e+09,1.1727145000000000e+08,1.8821600000000000e+06,1.1538929000000000e+08,3.9631730000000000e+07,1.0855500000000000e+06,3.8546180000000000e+07,1.1833539500000000e+09,1176520440.0000,3.5774370000000000e+07
"COLEBROOK",2.9000000000000000e+01,2.9000000000000000e+01,1.4787765000000000e+08,1.4780000000000000e+06,6.3470000000000000e+05,1.1313700000000000e+07,0.0000000000000000e+00,1.6330982000000000e+08,1.1450000000000000e+06,1.6216482000000000e+08,1.2054035000000000e+07,1.3592000000000000e+05,1.1918115000000000e+07,9.4826650000000000e+06,7.0240000000000000e+04,9.4124250000000000e+06,1.8484652000000000e+08,183495360.0000,2.0057700000000000e+06
"COLUMBIA",3.0000000000000000e+01,3.0000000000000000e+01,3.7701691000000000e+08,1.4310400000000000e+07,6.6449300000000000e+06,3.1500000000000000e+05,5.3260000000000000e+05,4.1011566100000000e+08,1.1825000000000000e+06,4.0893316100000000e+08,4.3487200000000000e+07,2.6959000000000000e+05,4.3217610000000000e+07,1.3444878000000000e+07,2.0712530000000000e+06,1.1373625000000000e+07,4.6704773900000000e+08,463524396.0000,1.1295821000000000e+07
"CORNWALL",3.1000000000000000e+01,3.1000000000000000e+01,2.6762483000000000e+08,9.8867000000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6853293000000000e+08,3.7600000000000000e+05,3.6815693000000000e+08,1.4400570000000000e+07,6.1950000000000000e+04,1.4338620000000000e+07,8.7834000000000000e+06,5.3937000000000000e+05,8.2440300000000000e+06,3.9171690000000000e+08,390739580.0000,9.1021400000000000e+07
"COVENTRY",3.2000000000000000e+01,3.2000000000000000e+01,8.4237127000000000e+08,3.3703200000000000e+07,1.1401000000000000e+06,4.5590000000000000e+05,5.5200000000000000e+04,8.7919337000000000e+08,3.3408000000000000e+06,8.7585257000000000e+08,8.6778490000000000e+07,7.3677000000000000e+05,8.6041720000000000e+07,2.2761510000000000e+07,1.4151300000000000e+06,2.1346380000000000e+07,9.8873337000000000e+08,983240670.0000,1.4677000000000000e+06
"CROMWELL",3.3000000000000000e+01,3.3000000000000000e+01,9.7392675000000000e+08,2.1311197000000000e+08,3.3475780000000000e+07,0.0000000000000000e+00,1.3920900000000000e+06,1.2340782100000000e+09,4.2655950000000000e+06,1.2298126150000000e+09,1.0598522000000000e+08,4.3750000000000000e+05,1.0554772000000000e+08,7.9528654000000000e+07,4.4004200000000000e+06,7.5128234000000000e+07,1.4195920840000000e+09,1410488569.0000,1.2171620000000000e+07
"DANBURY",3.4000000000000000e+01,3.4000000000000000e+01,5.3865602000000000e+09,1.6221778000000000e+09,4.6091540000000000e+08,4.3075000000000000e+06,2.5860350000000000e+08,7.7329063000000000e+09,7.3528750100000000e+08,6.9976187990000000e+09,4.8036641800000000e+08,1.2588100000000000e+06,4.7910760800000000e+08,5.6405580000000000e+08,1.7791110000000000e+08,3.8614470000000000e+08,8.7773285180000000e+09,7862871107.0000,3.4190000000000000e+05
"DARIEN",3.5000000000000000e+01,3.5000000000000000e+01,7.6120027800000000e+09,6.6009998000000000e+08,3.5894600000000000e+06,6.6612000000000000e+05,3.7886310000000000e+07,8.4641017000000000e+09,1.1095000000000000e+06,8.4629922000000000e+09,2.3301418500000000e+08,0.0000000000000000e+00,2.3301418500000000e+08,1.6029260600000000e+08,7.8200000000000000e+04,1.6021440600000000e+08,8.8574084910000000e+09,8856220791.0000,1.4985705000000000e+08
"DEEP RIVER",3.6000000000000000e+01,3.6000000000000000e+01,3.7931817000000000e+08,2.9952860000000000e+07,1.3025880000000000e+07,4.3022000000000000e+05,2.7792100000000000e+06,4.3632571000000000e+08,1.5564200000000000e+06,4.3476929000000000e+08,3.3442050000000000e+07,1.9315000000000000e+05,3.3248900000000000e+07,2.3710245000000000e+07,9.4711760000000000e+06,1.4239069000000000e+07,4.9347800500000000e+08,482257259.0000,1.0819370000000000e+07
"DERBY",3.7000000000000000e+01,3.7000000000000000e+01,5.0199660000000000e+08,1.0431965000000000e+08,1.0606970000000000e+07,4.5607000000000000e+05,1.7758370000000000e+07,6.4615769000000000e+08,5.1967800000000000e+06,6.4096091000000000e+08,6.3189935000000000e+07,6.7342000000000000e+05,6.2516515000000000e+07,4.2729329000000000e+07,8.5778000000000000e+05,4.1871549000000000e+07,7.5207695400000000e+08,745348974.0000,1.1020030000000000e+07
"DURHAM",3.8000000000000000e+01,3.8000000000000000e+01,5.0554197900000000e+08,1.8621610000000000e+07,1.8000780000000000e+07,3.9823000000000000e+05,1.6172800000000000e+06,6.4806365900000000e+08,4.7316500000000000e+06,6.4333200900000000e+08,6.1759355000000000e+07,2.3020000000000000e+05,6.1529155000000000e+07,4.0702214000000000e+07,1.3088040000000000e+07,2.7614174000000000e+07,7.5052522800000000e+08,732475338.0000,1.0388378000000000e+08
"EAST GRANBY",3.9000000000000000e+01,4.0000000000000000e+01,3.7130960000000000e+08,1.9216200000000000e+07,7.4817500000000000e+07,3.9830000000000000e+05,0.0000000000000000e+00,4.8645690000000000e+08,1.3452500000000000e+06,4.8511165000000000e+08,5.2870544000000000e+07,1.2418710000000000e+06,5.1628673000000000e+07,7.2943524000000000e+07,3.5927976000000000e+07,3.7015548000000000e+07,6.1227096800000000e+08,573755871.0000,2.0715300000000000e+07
"EAST HADDAM",4.0000000000000000e+01,4.1000000000000000e+01,8.2817267600000000e+08,3.6406390000000000e+07,8.2767900000000000e+06,1.9064000000000000e+05,3.4933400000000000e+06,9.0735565600000000e+08,3.8860980000000000e+06,9.0346955800000000e+08,7.1157854000000000e+07,3.1032310000000000e+06,6.8054623000000000e+07,1.7554110000000000e+07,1.0087000000000000e+06,1.6545410000000000e+07,9.9606762000000000e+08,988069591.0000,3.0815820000000000e+07
"EAST HAMPTON",4.1000000000000000e+01,4.2000000000000000e+01,9.3571330400000000e+08,5.1524527000000000e+07,8.4474400000000000e+06,0.0000000000000000e+00,1.9632860000000000e+06,1.0058573740000000e+09,4.0494240000000000e+06,1.0018079500000000e+09,9.9866503000000000e+07,8.2440000000000000e+05,9.9042103000000000e+07,2.6280880000000000e+07,1.4671200000000000e+06,2.4813760000000000e+07,1.1320047570000000e+09,1125663813.0000,8.2088170000000000e+06
"EAST HARTFORD",4.2000000000000000e+01,4.3000000000000000e+01,1.4644041500000000e+09,3.9067253900000000e+08,2.4742123500000000e+08,1.5694600000000000e+06,1.0665888900000000e+08,2.2363572980000000e+09,3.8417461000000000e+07,2.1979398370000000e+09,2.6994509900000000e+08,2.5087600000000000e+06,2.6743633900000000e+08,4.1194800000000000e+08,1.8460502200000000e+08,2.2734297800000000e+08,2.9182503970000000e+09,2692719154.0000,2.5631025000000000e+07
"EAST HAVEN",4.3000000000000000e+01,4.4000000000000000e+01,1.4214359300000000e+09,2.9272889000000000e+08,2.1325370000000000e+07,1.7744200000000000e+06,7.2270400000000000e+06,1.7743503100000000e+09,1.8571590000000000e+07,1.7557787200000000e+09,1.6205829700000000e+08,2.8043700000000000e+06,1.5925392700000000e+08,5.9205910000000000e+07,3.9120600000000000e+06,5.5293850000000000e+07,1.9956145170000000e+09,1970326497.0000,2.9858660000000000e+07
"EAST LYME",4.4000000000000000e+01,4.5000000000000000e+01,1.6653206430000000e+09,1.2221052100000000e+08,1.4146230000000000e+07,7.7385000000000000e+05,2.9771104000000000e+07,1.8879711780000000e+09,9.9330000000000000e+06,1.8780381780000000e+09,1.2616313000000000e+08,9.2026000000000000e+05,1.2524287000000000e+08,4.6008990000000000e+07,2.9138800000000000e+06,4.3095110000000000e+07,2.0601432980000000e+09,2046376158.0000,5.5748830000000000e+07
"EAST WINDSOR",4.5000000000000000e+01,4.7000000000000000e+01,6.1722491500000000e+08,1.9517062100000000e+08,7.9035730000000000e+07,0.0000000000000000e+00,3.0528720000000000e+07,9.4288445100000000e+08,1.4122100000000000e+06,9.4147224100000000e+08,9.7272544000000000e+07,7.9364440000000000e+06,8.9336100000000000e+07,7.4697677000000000e+07,1.4338070000000000e+07,6.0359607000000000e+07,1.1148546720000000e+09,1091167948.0000,2.0924465000000000e+07
"EASTFORD",4.6000000000000000e+01,3.9000000000000000e+01,1.2762185000000000e+08,7.2973700000000000e+06,3.1361600000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.4409163000000000e+08,7.5315500000000000e+05,1.4333847500000000e+08,1.3437540000000000e+07,1.4602000000000000e+05,1.3291520000000000e+07,1.1789635000000000e+07,5.6962800000000000e+06,6.0933550000000000e+06,1.6931880500000000e+08,162723350.0000,6.0362500000000000e+06
"EASTON",4.7000000000000000e+01,4.6000000000000000e+01,1.1875804530000000e+09,1.0289000000000000e+07,2.3171460000000000e+07,1.0748500000000000e+06,0.0000000000000000e+00,1.2318318230000000e+09,3.1481100000000000e+06,1.2286837130000000e+09,7.5386730000000000e+07,2.3107000000000000e+05,7.5155660000000000e+07,1.4626227000000000e+07,6.5644000000000000e+05,1.3969787000000000e+07,1.3218447800000000e+09,1317809160.0000,9.7160600000000000e+06
"ELLINGTON",4.8000000000000000e+01,4.8000000000000000e+01,9.4946629200000000e+08,7.2494380000000000e+07,1.7732780000000000e+07,6.2677000000000000e+05,5.5990443000000000e+07,1.1054360350000000e+09,5.2979100000000000e+06,1.1001381250000000e+09,1.1802947800000000e+08,1.1957300000000000e+06,1.1683374800000000e+08,5.4929460000000000e+07,1.5842699000000000e+07,3.9086761000000000e+07,1.2783949730000000e+09,1256058634.0000,9.1253700000000000e+06
"ENFIELD",4.9000000000000000e+01,4.9000000000000000e+01,1.7948054700000000e+09,3.7931797000000000e+08,1.6668420000000000e+08,5.2027400000000000e+06,5.3675050000000000e+07,2.4339601700000000e+09,1.8075050000000000e+07,2.4158851200000000e+09,2.5555249000000000e+08,2.4398500000000000e+06,2.5311264000000000e+08,1.9342578000000000e+08,2.0840903000000000e+07,1.7258487700000000e+08,2.8829384400000000e+09,2841582637.0000,3.4274740000000000e+07
"ESSEX",5.0000000000000000e+01,5.0000000000000000e+01,8.7652695000000000e+08,1.2106647000000000e+08,3.5386300000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.0336367200000000e+09,1.8482500000000000e+06,1.0317884700000000e+09,6.3377535000000000e+07,3.9452000000000000e+06,5.9432335000000000e+07,3.8498681000000000e+07,9.5304500000000000e+06,2.8968231000000000e+07,1.1355129360000000e+09,1120189036.0000,6.5700000000000000e+05
"FAIRFIELD",5.1000000000000000e+01,5.1000000000000000e+01,8.9416294550000000e+09,1.0350321230000000e+09,5.3157720000000000e+07,3.8609690000000000e+07,6.5116100000000000e+06,1.0175611458000000e+10,4.1646180000000000e+07,1.0133965278000000e+10,4.8251768200000000e+08,2.1041240000000000e+06,4.8041355800000000e+08,2.5315024700000000e+08,1.0240446000000000e+07,2.4290980100000000e+08,1.0911279387000000e+10,10857288637.0000,1.0067086000000000e+08
"FARMINGTON",5.2000000000000000e+01,5.2000000000000000e+01,2.4781990820000000e+09,7.4523996600000000e+08,3.7482760000000000e+07,2.3576000000000000e+05,7.6466340000000000e+07,3.3469612780000000e+09,2.2932500000000000e+06,3.3446680280000000e+09,2.2293153000000000e+08,6.6284000000000000e+05,2.2226869000000000e+08,2.3272268000000000e+08,5.0287110000000000e+07,1.8243557000000000e+08,3.8026154880000000e+09,3749372288.0000,9.3373700000000000e+06
"FRANKLIN",5.3000000000000000e+01,5.3000000000000000e+01,1.2921004000000000e+08,3.3178316000000000e+07,5.0300600000000000e+06,0.0000000000000000e+00,1.3442100000000000e+06,1.8304315600000000e+08,7.4405000000000000e+05,1.8229910600000000e+08,1.7922000000000000e+07,3.2990000000000000e+05,1.7592100000000000e+07,1.4388340000000000e+07,1.9243500000000000e+06,1.2463990000000000e+07,2.1535349600000000e+08,212355196.0000,1.4280530000000000e+07
"GLASTONBURY",5.4000000000000000e+01,5.4000000000000000e+01,3.2213799800000000e+09,4.8324740000000000e+08,6.9302300000000000e+07,2.8954000000000000e+06,2.0670800000000000e+07,3.7995103800000000e+09,5.2590000000000000e+06,3.7942513800000000e+09,2.8061502500000000e+08,1.1082700000000000e+06,2.7950675500000000e+08,1.5064210000000000e+08,1.6786320000000000e+07,1.3385578000000000e+08,4.2307675050000000e+09,4207613915.0000,2.0145000000000000e+06
"GOSHEN",5.5000000000000000e+01,5.5000000000000000e+01,5.0783152000000000e+08,1.9473740000000000e+07,9.6047000000000000e+05,2.1101900000000000e+06,1.9747000000000000e+05,5.7698329000000000e+08,1.7095000000000000e+06,5.7527379000000000e+08,3.0285730000000000e+07,1.9685000000000000e+05,3.0088880000000000e+07,9.0833650000000000e+06,5.0603000000000000e+05,8.5773350000000000e+06,6.1635238500000000e+08,613940005.0000,4.6409900000000000e+07
