MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GRAND LIST,TOTAL NET GRAND LIST,OTHER
"SHELTON",1.2700000000000000e+02,1.2600000000000000e+02,2.9578418400000000e+09,6.5857957000000000e+08,1.5954351000000000e+08,2.8058800000000000e+07,5.7926400000000000e+07,3.8737629100000000e+09,8.3173300000000000e+06,3.8654455800000000e+09,3.1256883000000000e+08,1.4636200000000000e+06,3.1110521000000000e+08,3.8228965000000000e+08,4.4368950000000000e+07,3.3792070000000000e+08,4.5686213900000000e+09,4.5144714900000000e+09,1.1812790000000000e+07
"SHERMAN",1.2800000000000000e+02,1.2700000000000000e+02,6.1261090000000000e+08,1.5041000000000000e+06,0.0000000000000000e+00,1.4391000000000000e+06,1.6462000000000000e+06,6.2723830000000000e+08,2.6840910000000000e+06,6.2455420900000000e+08,3.4548179000000000e+07,4.4410000000000000e+04,3.4503769000000000e+07,8.7663800000000000e+06,2.7261100000000000e+05,8.4937690000000000e+06,6.7055285900000000e+08,6.6755174700000000e+08,1.0038000000000000e+07
"SIMSBURY",1.2900000000000000e+02,1.2800000000000000e+02,1.6843126500000000e+09,2.4495147000000000e+08,1.4230290000000000e+07,9.4260000000000000e+04,2.8787040000000000e+07,1.9890127900000000e+09,4.5188330000000000e+06,1.9844939570000000e+09,1.8265234000000000e+08,3.3234500000000000e+05,1.8231999500000000e+08,9.5749041000000000e+07,1.0937718000000000e+07,8.4811323000000000e+07,2.2674141710000000e+09,2.2516252750000000e+09,1.6637080000000000e+07
"SOMERS",1.3000000000000000e+02,1.2900000000000000e+02,6.8077777000000000e+08,3.2141470000000000e+07,9.4046000000000000e+06,0.0000000000000000e+00,1.1043000000000000e+06,7.4766832000000000e+08,5.3513300000000000e+06,7.4231699000000000e+08,7.8372110000000000e+07,4.8518000000000000e+05,7.7886930000000000e+07,3.4638870000000000e+07,3.1146210000000000e+06,3.1524249000000000e+07,8.6067930000000000e+08,8.5172816900000000e+08,2.4240180000000000e+07
"SOUTH WINDSOR",1.3100000000000000e+02,1.3200000000000000e+02,1.6407284400000000e+09,2.0685610000000000e+08,2.3267375100000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,2.1202078610000000e+09,4.0171730000000000e+07,2.0800361310000000e+09,2.1642036000000000e+08,5.8630550000000000e+06,2.1055730500000000e+08,2.8726314000000000e+08,7.2151674000000000e+07,2.1511146600000000e+08,2.6238913610000000e+09,2.5057049020000000e+09,3.9949570000000000e+07
"SOUTHBURY",1.3200000000000000e+02,1.3000000000000000e+02,1.4997771660000000e+09,2.7968670800000000e+08,8.6954000000000000e+06,0.0000000000000000e+00,2.5200670000000000e+07,1.8508953640000000e+09,6.3515500000000000e+06,1.8445438140000000e+09,1.5425330000000000e+08,4.6337000000000000e+05,1.5378993000000000e+08,1.0250276700000000e+08,1.0007150000000000e+06,1.0150205200000000e+08,2.1076514310000000e+09,2.0998357960000000e+09,3.7535420000000000e+07
"SOUTHINGTON",1.3300000000000000e+02,1.3100000000000000e+02,2.7034417660000000e+09,4.1545386000000000e+08,7.1542660000000000e+07,3.7653100000000000e+06,2.6881710000000000e+07,3.2772215970000000e+09,3.2587841000000000e+07,3.2446337560000000e+09,3.6233212800000000e+08,9.0768040000000000e+06,3.5325532400000000e+08,2.3243290900000000e+08,5.6544823000000000e+07,1.7588808600000000e+08,3.8719866340000000e+09,3.7737771660000000e+09,5.6136291000000000e+07
"SPRAGUE",1.3400000000000000e+02,1.3300000000000000e+02,1.1132261000000000e+08,4.7489100000000000e+06,1.1088180000000000e+07,1.8726000000000000e+05,1.7973900000000000e+06,1.3938873000000000e+08,1.4423800000000000e+06,1.3794635000000000e+08,1.8903100000000000e+07,1.5094000000000000e+05,1.8752160000000000e+07,2.0936210000000000e+07,1.2175650000000000e+07,8.7605600000000000e+06,1.7922804000000000e+08,1.6545907000000000e+08,1.0244380000000000e+07
"STAFFORD",1.3500000000000000e+02,1.3400000000000000e+02,5.6371230000000000e+08,3.5413095000000000e+07,2.4320100000000000e+07,0.0000000000000000e+00,8.1146740000000000e+06,6.5524684900000000e+08,7.3489600000000000e+06,6.4789788900000000e+08,8.2751570000000000e+07,1.4684010000000000e+06,8.1283169000000000e+07,7.5730100000000000e+07,3.9574110000000000e+07,3.6155990000000000e+07,8.1372851900000000e+08,7.6533704800000000e+08,2.3686680000000000e+07
"STAMFORD",1.3600000000000000e+02,1.3500000000000000e+02,1.0779874741000000e+10,4.7335850140000000e+09,5.3296837700000000e+08,4.5252410000000000e+07,1.1538952930000000e+09,1.7246355155000000e+10,1.8797360000000000e+08,1.7058381555000000e+10,8.7456979000000000e+08,2.8655510000000000e+06,8.7170423900000000e+08,1.2078160130000000e+09,1.4816158000000000e+08,1.0596544330000000e+09,1.9328740958000000e+10,1.8989740227000000e+10,7.7932000000000000e+05
"STERLING",1.3700000000000000e+02,1.3600000000000000e+02,1.4885229000000000e+08,9.1333600000000000e+06,3.2437500000000000e+06,0.0000000000000000e+00,1.0855400000000000e+06,1.8565123000000000e+08,7.8580800000000000e+05,1.8486542200000000e+08,2.4534858000000000e+07,1.6303000000000000e+05,2.4371828000000000e+07,2.2433400000000000e+07,7.5205300000000000e+06,1.4912870000000000e+07,2.3261948800000000e+08,2.2415012000000000e+08,2.3336290000000000e+07
"STONINGTON",1.3800000000000000e+02,1.3700000000000000e+02,1.9185558100000000e+09,3.4121892100000000e+08,2.8196000000000000e+07,8.1151000000000000e+06,1.4277830000000000e+07,2.3839547910000000e+09,1.1357030000000000e+07,2.3725977610000000e+09,1.3540043000000000e+08,1.6183800000000000e+06,1.3378205000000000e+08,1.0501025100000000e+08,1.1300209000000000e+07,9.3710042000000000e+07,2.6243654720000000e+09,2.6000898530000000e+09,7.3591130000000000e+07
"STRATFORD",1.3900000000000000e+02,1.3800000000000000e+02,3.1666106610000000e+09,4.1018792500000000e+08,3.1546406300000000e+08,2.2130500000000000e+06,4.4646910000000000e+07,4.0062348190000000e+09,2.6165230000000000e+07,3.9800695890000000e+09,3.2274059000000000e+08,1.9770900000000000e+06,3.2076350000000000e+08,4.7002548500000000e+08,2.1262579000000000e+08,2.5739969500000000e+08,4.7990008940000000e+09,4.5582327840000000e+09,6.7112210000000000e+07
"SUFFIELD",1.4000000000000000e+02,1.3900000000000000e+02,1.0596271810000000e+09,5.1244560000000000e+07,4.4959530000000000e+07,2.6986400000000000e+06,5.2637200000000000e+06,1.1757799510000000e+09,2.8719100000000000e+06,1.1729080410000000e+09,1.1089210000000000e+08,6.7433000000000000e+05,1.1021777000000000e+08,7.8911470000000000e+07,1.8846740000000000e+07,6.0064730000000000e+07,1.3655835210000000e+09,1.3431905410000000e+09,1.1986320000000000e+07
"THOMASTON",1.4100000000000000e+02,1.4000000000000000e+02,3.4926903400000000e+08,3.4681015000000000e+07,2.8254617000000000e+07,7.2880000000000000e+05,6.5484900000000000e+06,4.3926655600000000e+08,2.2232570000000000e+06,4.3704329900000000e+08,5.5638245000000000e+07,7.4785000000000000e+05,5.4890395000000000e+07,5.6964140000000000e+07,2.5841027000000000e+07,3.1123113000000000e+07,5.5186894100000000e+08,5.2305680700000000e+08,1.9784600000000000e+07
"THOMPSON",1.4200000000000000e+02,1.4100000000000000e+02,4.8707095000000000e+08,2.2053000000000000e+07,8.1077000000000000e+06,1.7360000000000000e+05,2.3832000000000000e+06,5.4160640000000000e+08,7.3665900000000000e+06,5.3423981000000000e+08,6.4925477000000000e+07,5.8247000000000000e+05,6.4343007000000000e+07,2.5525369000000000e+07,9.0512100000000000e+06,1.6474159000000000e+07,6.3205724600000000e+08,6.1505697600000000e+08,2.1817950000000000e+07
"TOLLAND",1.4300000000000000e+02,1.4200000000000000e+02,1.0627281500000000e+09,6.3395700000000000e+07,1.9160900000000000e+07,6.4631000000000000e+05,5.9010000000000000e+06,1.1575553400000000e+09,3.9957700000000000e+06,1.1535595700000000e+09,1.2182933400000000e+08,1.5128500000000000e+06,1.2031648400000000e+08,3.3102020000000000e+07,6.0584480000000000e+06,2.7043572000000000e+07,1.3124866940000000e+09,1.3009196260000000e+09,5.7232800000000000e+06
"TORRINGTON",1.4400000000000000e+02,1.4300000000000000e+02,1.5769527400000000e+09,3.3204378000000000e+08,5.9613610000000000e+07,6.1738000000000000e+05,2.8595540000000000e+07,2.0386909000000000e+09,2.4232930000000000e+07,2.0144579700000000e+09,2.1565998600000000e+08,3.8911310000000000e+06,2.1176885500000000e+08,1.8428732000000000e+08,3.6725660000000000e+07,1.4756166000000000e+08,2.4386382060000000e+09,2.3737884850000000e+09,4.0867850000000000e+07
"TRUMBULL",1.4500000000000000e+02,1.4400000000000000e+02,3.1277123000000000e+09,6.0064460000000000e+08,2.2295090000000000e+08,4.5306000000000000e+06,2.3086300000000000e+07,4.0073251000000000e+09,9.0128000000000000e+06,3.9983123000000000e+09,2.7591144500000000e+08,5.4962300000000000e+06,2.7041521500000000e+08,2.7519839300000000e+08,2.6366480000000000e+07,2.4883191300000000e+08,4.5584349380000000e+09,4.5175594280000000e+09,2.8400400000000000e+07
"UNION",1.4600000000000000e+02,1.4500000000000000e+02,6.7995860000000000e+07,2.1890200000000000e+06,3.3884000000000000e+05,3.0909300000000000e+06,0.0000000000000000e+00,7.8575830000000000e+07,3.1650000000000000e+05,7.8259330000000000e+07,7.8361200000000000e+06,1.2190000000000000e+04,7.8239300000000000e+06,3.8965830000000000e+06,1.2566000000000000e+05,3.7709230000000000e+06,9.0308533000000000e+07,8.9854183000000000e+07,4.9611800000000000e+06
"VERNON",1.4700000000000000e+02,1.4600000000000000e+02,1.1379494100000000e+09,2.0768333200000000e+08,1.8318300000000000e+07,1.3270500000000000e+06,1.3725424000000000e+08,1.5097340570000000e+09,6.3271300000000000e+06,1.5034069270000000e+09,1.8464707100000000e+08,1.6960200000000000e+06,1.8295105100000000e+08,8.5341201000000000e+07,9.6482930000000000e+06,7.5692908000000000e+07,1.7797223290000000e+09,1.7620508860000000e+09,7.2017250000000000e+06
"VOLUNTOWN",1.4800000000000000e+02,1.4700000000000000e+02,1.6144087400000000e+08,6.2123500000000000e+06,2.5776300000000000e+06,2.0861000000000000e+05,3.9740000000000000e+04,1.7718055700000000e+08,1.1453400000000000e+06,1.7603521700000000e+08,1.8312950000000000e+07,7.6140000000000000e+04,1.8236810000000000e+07,7.1746250000000000e+06,7.6481000000000000e+05,6.4098150000000000e+06,2.0266813200000000e+08,2.0068184200000000e+08,6.7013530000000000e+06
"WALLINGFORD",1.4900000000000000e+02,1.4800000000000000e+02,2.7176642800000000e+09,5.0846302000000000e+08,3.0674689000000000e+08,1.3648500000000000e+07,2.4172800000000000e+07,3.6038916200000000e+09,2.2521820000000000e+07,3.5813698000000000e+09,3.4082842100000000e+08,5.3777900000000000e+06,3.3545063100000000e+08,4.9988499400000000e+08,1.6612326000000000e+08,3.3376173400000000e+08,4.4446050350000000e+09,4.2505821650000000e+09,3.3196130000000000e+07
"WARREN",1.5000000000000000e+02,1.4900000000000000e+02,2.1415881000000000e+08,5.2529400000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2988515000000000e+08,6.4400000000000000e+05,3.2924115000000000e+08,1.3575360000000000e+07,4.5120000000000000e+04,1.3530240000000000e+07,3.9794200000000000e+06,2.0066000000000000e+05,3.7787600000000000e+06,3.4743993000000000e+08,3.4655015000000000e+08,1.1047340000000000e+08
"WASHINGTON",1.5100000000000000e+02,1.5000000000000000e+02,8.1020399000000000e+08,4.4384870000000000e+07,3.7050000000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,1.0391074400000000e+09,9.1007000000000000e+05,1.0381973700000000e+09,3.7919310000000000e+07,7.5616700000000000e+05,3.7163143000000000e+07,1.9961650000000000e+07,5.1238000000000000e+05,1.9449270000000000e+07,1.0969884000000000e+09,1.0948097830000000e+09,1.8414808000000000e+08
"WATERBURY",1.5200000000000000e+02,1.5100000000000000e+02,2.0798600260000000e+09,8.1851201100000000e+08,1.0206829400000000e+08,6.3843493000000000e+07,2.1015524400000000e+08,3.3261936990000000e+09,2.9771800000000000e+07,3.2964218990000000e+09,4.0120783700000000e+08,8.0766140000000000e+06,3.9313122300000000e+08,4.6234107800000000e+08,1.4037231000000000e+08,3.2196876800000000e+08,4.1897426140000000e+09,4.0115218900000000e+09,5.1754631000000000e+07
"WATERFORD",1.5300000000000000e+02,1.5200000000000000e+02,1.4000814200000000e+09,8.0921974000000000e+08,4.7001730000000000e+07,0.0000000000000000e+00,5.8776000000000000e+06,2.3096936000000000e+09,3.6264055000000000e+07,2.2734295450000000e+09,1.4908217000000000e+08,2.2989600000000000e+06,1.4678321000000000e+08,8.0351671000000000e+08,2.6307537000000000e+07,7.7720917300000000e+08,3.2622924800000000e+09,3.1974219280000000e+09,4.7513110000000000e+07
"WATERTOWN",1.5400000000000000e+02,1.5300000000000000e+02,1.2286928300000000e+09,1.1480921000000000e+08,1.0482538000000000e+08,1.4017100000000000e+06,1.2152800000000000e+07,1.4623333300000000e+09,7.4945720000000000e+06,1.4548387580000000e+09,1.7765833600000000e+08,1.3314950000000000e+06,1.7632684100000000e+08,1.3346893000000000e+08,4.6446292000000000e+07,8.7022638000000000e+07,1.7734605960000000e+09,1.7181882370000000e+09,4.5140000000000000e+05
"WEST HARTFORD",1.5500000000000000e+02,1.5500000000000000e+02,4.4016381350000000e+09,7.6334656800000000e+08,8.0850230000000000e+07,5.1571800000000000e+06,8.2457411000000000e+07,5.3611579440000000e+09,1.9956304000000000e+07,5.3412016400000000e+09,4.1582905500000000e+08,4.4837460000000000e+06,4.1134530900000000e+08,2.1280615000000000e+08,4.0691250000000000e+07,1.7211490000000000e+08,5.9897931490000000e+09,5.9246618490000000e+09,2.7708420000000000e+07
"WEST HAVEN",1.5600000000000000e+02,1.5600000000000000e+02,1.9976196480000000e+09,2.9204372400000000e+08,7.4596284000000000e+07,8.1162200000000000e+06,1.1292274700000000e+08,2.5061848230000000e+09,2.3616443000000000e+07,2.4825683800000000e+09,2.5583173800000000e+08,1.0589270000000000e+07,2.4524246800000000e+08,1.0534756900000000e+08,1.4267420000000000e+07,9.1080149000000000e+07,2.8673641300000000e+09,2.8188909970000000e+09,2.0886200000000000e+07
"WESTBROOK",1.5700000000000000e+02,1.5400000000000000e+02,8.6804914800000000e+08,1.1295783000000000e+08,3.0079120000000000e+07,0.0000000000000000e+00,6.0211500000000000e+06,1.0613160080000000e+09,4.1610200000000000e+06,1.0571549880000000e+09,5.4650903000000000e+07,7.4194000000000000e+05,5.3908963000000000e+07,6.7749440000000000e+07,3.1761170000000000e+07,3.5988270000000000e+07,1.1837163510000000e+09,1.1470522210000000e+09,4.4208760000000000e+07
"WESTON",1.5800000000000000e+02,1.5700000000000000e+02,2.1636332000000000e+09,2.3510200000000000e+07,0.0000000000000000e+00,3.3600000000000000e+06,0.0000000000000000e+00,2.1905734200000000e+09,1.3228800000000000e+06,2.1892505400000000e+09,1.1724327800000000e+08,0.0000000000000000e+00,1.1724327800000000e+08,2.1550534000000000e+07,1.1300000000000000e+04,2.1539234000000000e+07,2.3293672320000000e+09,2.3280330520000000e+09,7.0020000000000000e+04
"WESTPORT",1.5900000000000000e+02,1.5800000000000000e+02,8.0062924570000000e+09,1.1550555600000000e+09,8.4246000000000000e+06,7.7279000000000000e+06,1.0107780000000000e+07,9.3300577720000000e+09,8.1400000000000000e+06,9.3219177720000000e+09,3.2011149400000000e+08,5.0868000000000000e+05,3.1960281400000000e+08,2.9701304000000000e+08,3.3741000000000000e+05,2.9667563000000000e+08,9.9471823060000000e+09,9.9381962160000000e+09,1.4244947500000000e+08
"WETHERSFIELD",1.6000000000000000e+02,1.5900000000000000e+02,1.6774569800000000e+09,2.0801687000000000e+08,1.8642800000000000e+07,4.0485000000000000e+06,6.1965600000000000e+07,1.9709278500000000e+09,9.8075200000000000e+06,1.9611203300000000e+09,1.7922394400000000e+08,2.7032600000000000e+06,1.7652068400000000e+08,7.1259320000000000e+07,3.0870100000000000e+06,6.8172310000000000e+07,2.2214111140000000e+09,2.2058133240000000e+09,7.9710000000000000e+05
"WILLINGTON",1.6100000000000000e+02,1.6000000000000000e+02,2.9526893000000000e+08,4.1159400000000000e+07,3.8455900000000000e+06,8.4389000000000000e+05,2.2737750000000000e+07,3.7711377000000000e+08,4.7375000000000000e+05,3.7664002000000000e+08,4.2473795000000000e+07,7.3200000000000000e+04,4.2400595000000000e+07,1.6418889000000000e+07,1.6697000000000000e+06,1.4749189000000000e+07,4.3600645400000000e+08,4.3378980400000000e+08,1.3258210000000000e+07
"WILTON",1.6200000000000000e+02,1.6100000000000000e+02,3.2075991900000000e+09,5.8484867000000000e+08,0.0000000000000000e+00,1.9966520000000000e+07,2.0658120000000000e+07,3.8689690700000000e+09,1.3745000000000000e+06,3.8675945700000000e+09,1.9804113000000000e+08,1.1461200000000000e+06,1.9689501000000000e+08,2.4734374000000000e+08,4.6201270000000000e+07,2.0114247000000000e+08,4.3143539400000000e+09,4.2656320500000000e+09,3.5896570000000000e+07
"WINCHESTER",1.6300000000000000e+02,1.6200000000000000e+02,4.9408229000000000e+08,5.3529260000000000e+07,1.5457960000000000e+07,3.3600000000000000e+04,1.5450680000000000e+07,5.9588599000000000e+08,2.5719920000000000e+06,5.9331399800000000e+08,6.7187203000000000e+07,7.1681100000000000e+05,6.6470392000000000e+07,5.0790611000000000e+07,1.9627830000000000e+07,3.1162781000000000e+07,7.1386380400000000e+08,6.9094717100000000e+08,1.7332200000000000e+07
"WINDHAM",1.6400000000000000e+02,1.6300000000000000e+02,4.5199672000000000e+08,1.3635843500000000e+08,3.6042680000000000e+07,1.4387900000000000e+06,5.9668560000000000e+07,7.1275190500000000e+08,1.0102000000000000e+07,7.0264990500000000e+08,9.5396486000000000e+07,4.0550900000000000e+06,9.1341396000000000e+07,9.9696760000000000e+07,3.2458540000000000e+07,6.7238220000000000e+07,9.0784515100000000e+08,8.6122952100000000e+08,2.7246720000000000e+07
"WINDSOR",1.6500000000000000e+02,1.6400000000000000e+02,1.4198371260000000e+09,4.3580980700000000e+08,3.7567905500000000e+08,2.3179800000000000e+06,1.6605260000000000e+07,2.2801294980000000e+09,1.1635865200000000e+08,2.1637708460000000e+09,2.0287457000000000e+08,1.9401900000000000e+06,2.0093438000000000e+08,5.3193914900000000e+08,6.5482159000000000e+07,4.6645699000000000e+08,3.0149432170000000e+09,2.8311622160000000e+09,2.9880270000000000e+07
"WINDSOR LOCKS",1.6600000000000000e+02,1.6500000000000000e+02,5.6118609000000000e+08,1.3458980000000000e+08,1.5226910000000000e+08,0.0000000000000000e+00,1.2232900000000000e+07,8.7904343000000000e+08,3.6793000000000000e+06,8.7536413000000000e+08,2.0693666800000000e+08,1.8083740000000000e+06,2.0512829400000000e+08,2.7884419000000000e+08,1.4098959300000000e+08,1.3785459700000000e+08,1.3648242880000000e+09,1.2183470210000000e+09,1.8765540000000000e+07
"WOLCOTT",1.6700000000000000e+02,1.6600000000000000e+02,1.0075463700000000e+09,4.4578440000000000e+07,3.0303260000000000e+07,3.0681800000000000e+06,6.1520300000000000e+06,1.1186362000000000e+09,5.7535000000000000e+06,1.1128827000000000e+09,1.2767764500000000e+08,1.2590900000000000e+06,1.2641855500000000e+08,4.2236120000000000e+07,1.6214510000000000e+07,2.6021610000000000e+07,1.2885499650000000e+09,1.2653228650000000e+09,2.6987920000000000e+07
"WOODBRIDGE",1.6800000000000000e+02,1.6700000000000000e+02,9.7681995000000000e+08,6.2130670000000000e+07,1.5556380000000000e+07,5.3158000000000000e+05,9.2708000000000000e+05,1.0720487000000000e+09,1.8715000000000000e+06,1.0701772000000000e+09,8.3474540000000000e+07,3.5557000000000000e+05,8.3118970000000000e+07,5.0791810000000000e+07,1.6368300000000000e+06,4.9154980000000000e+07,1.2063150500000000e+09,1.2024511500000000e+09,1.6083040000000000e+07
"WOODBURY",1.6900000000000000e+02,1.6800000000000000e+02,8.9393135000000000e+08,8.6555190000000000e+07,1.7095200000000000e+06,3.8370000000000000e+04,1.3013910000000000e+07,1.0206787400000000e+09,1.1172900000000000e+06,1.0195614500000000e+09,8.4913238000000000e+07,7.1629700000000000e+05,8.4196941000000000e+07,2.7831207000000000e+07,4.4981800000000000e+06,2.3333027000000000e+07,1.1334231850000000e+09,1.1270914180000000e+09,2.5430400000000000e+07
"WOODSTOCK",1.7000000000000000e+02,1.6900000000000000e+02,5.4724265300000000e+08,2.3471010000000000e+07,8.5995200000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,6.0003757300000000e+08,7.2695730000000000e+06,5.9276800000000000e+08,6.2274870000000000e+07,1.9213000000000000e+05,6.2082740000000000e+07,3.0209066000000000e+07,1.1051045000000000e+07,1.9158021000000000e+07,6.9252150900000000e+08,6.7400876100000000e+08,2.0724390000000000e+07
