TANF16%,TANF15%,MUNICIPALITY,numbered,2016 TANF RECIPIENTS,2015 TANF RECIPIENTS,Sort ID
3.9328742157637535e-02,4.4586552263600150e-02,"HARTFORD",6.5000000000000000e+01,4.8770000000000000e+03,5.5290000000000000e+03,1
3.3169431930557082e-02,3.4872541478958359e-02,"NEW BRITAIN",9.0000000000000000e+01,2.4150000000000000e+03,2.5390000000000000e+03,2
3.1437516305765717e-02,3.3317475176869601e-02,"NEW HAVEN",9.4000000000000000e+01,4.0970000000000000e+03,4.3420000000000000e+03,3
2.8446168268965646e-02,3.2591312659693755e-02,"WATERBURY",1.5200000000000000e+02,3.0950000000000000e+03,3.5460000000000000e+03,4
1.9573935759225874e-02,2.3106074542845578e-02,"NEW LONDON",9.5000000000000000e+01,5.3200000000000000e+02,6.2800000000000000e+02,5
1.8903780756151230e-02,1.9770620790824832e-02,"MERIDEN",8.1000000000000000e+01,1.1340000000000000e+03,1.1860000000000000e+03,6
1.8347514012661801e-02,2.3831606113149724e-02,"WINDHAM",1.6400000000000000e+02,4.5500000000000000e+02,5.9100000000000000e+02,7
1.7444046216697161e-02,2.1078222511842402e-02,"NORWICH",1.0500000000000000e+02,6.9600000000000000e+02,8.4100000000000000e+02,8
1.4759972634103056e-02,1.7273029011915002e-02,"BRIDGEPORT",1.5000000000000000e+01,2.1790000000000000e+03,2.5500000000000000e+03,9
1.4738002007044332e-02,1.7473091832116646e-02,"EAST HARTFORD",4.2000000000000000e+01,7.4900000000000000e+02,8.8800000000000000e+02,10
1.4571331751948491e-02,1.6604540833615723e-02,"SPRAGUE",1.3400000000000000e+02,4.3000000000000000e+01,4.9000000000000000e+01,11
1.2654668166479191e-02,1.3597565010256071e-02,"BRISTOL",1.7000000000000000e+01,7.6500000000000000e+02,8.2200000000000000e+02,12
1.2199002864113715e-02,1.5275273151585870e-02,"ANSONIA",2.0000000000000000e+00,2.3000000000000000e+02,2.8800000000000000e+02,13
1.1160267263822892e-02,1.1797476650827463e-02,"WEST HAVEN",1.5600000000000000e+02,6.1300000000000000e+02,6.4800000000000000e+02,14
1.0412536418018516e-02,1.2205423483372696e-02,"MANCHESTER",7.8000000000000000e+01,6.0400000000000000e+02,7.0800000000000000e+02,15
1.0243277848911651e-02,1.3657703798548870e-02,"PUTNAM",1.1700000000000000e+02,9.6000000000000000e+01,1.2800000000000000e+02,16
9.2913385826771649e-03,1.0472440944881889e-02,"DERBY",3.7000000000000000e+01,1.1800000000000000e+02,1.3300000000000000e+02,17
9.1646722316268761e-03,1.2783842157492266e-02,"KILLINGLY",7.0000000000000000e+01,1.5700000000000000e+02,2.1900000000000000e+02,18
9.1325177517323983e-03,9.4961074514500806e-03,"MIDDLETOWN",8.4000000000000000e+01,4.2700000000000000e+02,4.4400000000000000e+02,19
8.2840236686390536e-03,1.0228233305156383e-02,"GRISWOLD",5.8000000000000000e+01,9.8000000000000000e+01,1.2100000000000000e+02,20
8.2185158327290307e-03,9.3580579439897782e-03,"VERNON",1.4700000000000000e+02,2.3800000000000000e+02,2.7100000000000000e+02,21
8.0179713150164162e-03,8.0525315362018311e-03,"EAST HAVEN",4.3000000000000000e+01,2.3200000000000000e+02,2.3300000000000000e+02,22
7.9591430655966047e-03,1.0081581216422365e-02,"PLAINFIELD",1.1000000000000000e+02,1.2000000000000000e+02,1.5200000000000000e+02,23
7.2774591546580555e-03,8.5787266856234036e-03,"BLOOMFIELD",1.1000000000000000e+01,1.5100000000000000e+02,1.7800000000000000e+02,24
6.8335026318219593e-03,9.1421183858158648e-03,"WINCHESTER",1.6300000000000000e+02,7.4000000000000000e+01,9.9000000000000000e+01,25
6.8171729342380617e-03,8.4976853319804688e-03,"NAUGATUCK",8.9000000000000000e+01,2.1500000000000000e+02,2.6800000000000000e+02,26
6.8117220425365091e-03,7.2854389231925250e-03,"HAMDEN",6.3000000000000000e+01,4.1700000000000000e+02,4.4600000000000000e+02,27
6.6782483135166843e-03,6.7459332626401639e-03,"ENFIELD",4.9000000000000000e+01,2.9600000000000000e+02,2.9900000000000000e+02,28
6.5917022101589767e-03,7.7549437766576195e-03,"VOLUNTOWN",1.4800000000000000e+02,1.7000000000000000e+01,2.0000000000000000e+01,29
6.3761955366631240e-03,8.2359192348565348e-03,"STERLING",1.3700000000000000e+02,2.4000000000000000e+01,3.1000000000000000e+01,30
6.2724014336917565e-03,5.8933002481389579e-03,"WINDSOR",1.6500000000000000e+02,1.8200000000000000e+02,1.7100000000000000e+02,31
6.1880479000744858e-03,8.5085658626024175e-03,"TORRINGTON",1.4400000000000000e+02,2.1600000000000000e+02,2.9700000000000000e+02,32
5.9282710244114405e-03,6.3395254279373656e-03,"STAMFORD",1.3600000000000000e+02,7.6400000000000000e+02,8.1700000000000000e+02,33
5.7649667405764967e-03,7.9822616407982262e-03,"CHAPLIN",2.4000000000000000e+01,1.3000000000000000e+01,1.8000000000000000e+01,34
5.7158410451823623e-03,6.3146434403919434e-03,"STONINGTON",1.3800000000000000e+02,1.0500000000000000e+02,1.1600000000000000e+02,35
5.6938425879270380e-03,7.5330041318149750e-03,"GROTON",5.9000000000000000e+01,2.2600000000000000e+02,2.9900000000000000e+02,36
5.2064414578036084e-03,6.2961617629252939e-03,"BROOKLYN",1.9000000000000000e+01,4.3000000000000000e+01,5.2000000000000000e+01,37
5.1638025903665450e-03,7.0261576229577582e-03,"PLYMOUTH",1.1200000000000000e+02,6.1000000000000000e+01,8.3000000000000000e+01,38
5.1533327701275659e-03,5.4067753653797412e-03,"STAFFORD",1.3500000000000000e+02,6.1000000000000000e+01,6.4000000000000000e+01,39
4.8388004276149216e-03,5.5139818826309573e-03,"PLAINVILLE",1.1100000000000000e+02,8.6000000000000000e+01,9.8000000000000000e+01,40
4.4667783361250699e-03,5.8227646167344658e-03,"WINDSOR LOCKS",1.6600000000000000e+02,5.6000000000000000e+01,7.3000000000000000e+01,41
4.1980624327233587e-03,5.5974165769644780e-03,"THOMPSON",1.4200000000000000e+02,3.9000000000000000e+01,5.2000000000000000e+01,42
4.1228070175438596e-03,6.0526315789473685e-03,"EAST WINDSOR",4.5000000000000000e+01,4.7000000000000000e+01,6.9000000000000000e+01,43
3.7858301784748512e-03,3.7858301784748512e-03,"HAMPTON",6.4000000000000000e+01,7.0000000000000000e+00,7.0000000000000000e+00,44
3.7122969837587007e-03,2.3201856148491878e-03,"LISBON",7.4000000000000000e+01,1.6000000000000000e+01,1.0000000000000000e+01,45
3.6115493546731549e-03,4.5429489250888629e-03,"STRATFORD",1.3900000000000000e+02,1.9000000000000000e+02,2.3900000000000000e+02,46
3.5940099833610649e-03,4.5257903494176372e-03,"LEDYARD",7.3000000000000000e+01,5.4000000000000000e+01,6.8000000000000000e+01,47
3.5034186585296942e-03,3.7520483697801887e-03,"NORWALK",1.0400000000000000e+02,3.1000000000000000e+02,3.3200000000000000e+02,48
3.4075178362261739e-03,3.0880630390799700e-03,"PORTLAND",1.1400000000000000e+02,3.2000000000000000e+01,2.9000000000000000e+01,49
3.3755274261603376e-03,5.0632911392405064e-03,"CANAAN",2.1000000000000000e+01,4.0000000000000000e+00,6.0000000000000000e+00,50
3.2804093950925075e-03,2.6243275160740061e-03,"THOMASTON",1.4100000000000000e+02,2.5000000000000000e+01,2.0000000000000000e+01,51
3.2156008505782895e-03,2.9562782013381047e-03,"WATERFORD",1.5300000000000000e+02,6.2000000000000000e+01,5.7000000000000000e+01,52
3.0556049031799609e-03,2.7713625866050808e-03,"BRANFORD",1.4000000000000000e+01,8.6000000000000000e+01,7.8000000000000000e+01,53
3.0527692978630614e-03,4.3610989969472304e-03,"MORRIS",8.8000000000000000e+01,7.0000000000000000e+00,1.0000000000000000e+01,54
3.0418643019179212e-03,4.1245617653124355e-03,"MONTVILLE",8.7000000000000000e+01,5.9000000000000000e+01,8.0000000000000000e+01,55
2.9758214507129574e-03,3.2858028518288904e-03,"COLCHESTER",2.8000000000000000e+01,4.8000000000000000e+01,5.3000000000000000e+01,56
2.9475338966398115e-03,4.9125564943996855e-03,"CANTERBURY",2.2000000000000000e+01,1.5000000000000000e+01,2.5000000000000000e+01,57
2.8864605966409211e-03,3.3463911312705185e-03,"WEST HARTFORD",1.5500000000000000e+02,1.8200000000000000e+02,2.1100000000000000e+02,58
2.8228652081863093e-03,3.2933427428840272e-03,"ASHFORD",3.0000000000000000e+00,1.2000000000000000e+01,1.4000000000000000e+01,59
2.7855153203342618e-03,6.9637883008356546e-04,"COLEBROOK",2.9000000000000000e+01,4.0000000000000000e+00,1.0000000000000000e+00,60
2.7759074855003129e-03,3.1184662815833303e-03,"DANBURY",3.4000000000000000e+01,2.3500000000000000e+02,2.6400000000000000e+02,61
2.7618440620352665e-03,4.2489908646696408e-03,"PRESTON",1.1500000000000000e+02,1.3000000000000000e+01,2.0000000000000000e+01,62
2.6442681599004509e-03,2.6442681599004509e-03,"EAST HAMPTON",4.1000000000000000e+01,3.4000000000000000e+01,3.4000000000000000e+01,63
2.6100151745068285e-03,3.1562974203338391e-03,"SEYMOUR",1.2500000000000000e+02,4.3000000000000000e+01,5.2000000000000000e+01,64
2.6014330701474146e-03,3.3316598968554608e-03,"WATERTOWN",1.5400000000000000e+02,5.7000000000000000e+01,7.3000000000000000e+01,65
2.5296964364276285e-03,2.6396832380114386e-03,"NEW MILFORD",9.6000000000000000e+01,6.9000000000000000e+01,7.2000000000000000e+01,66
2.5184037194885705e-03,2.5668345602479661e-03,"SHELTON",1.2700000000000000e+02,1.0400000000000000e+02,1.0600000000000000e+02,67
2.4923621160958353e-03,2.9747547837272875e-03,"COVENTRY",3.2000000000000000e+01,3.1000000000000000e+01,3.7000000000000000e+01,68
2.4833355116978171e-03,2.9407920533263627e-03,"NEWINGTON",9.7000000000000000e+01,7.6000000000000000e+01,9.0000000000000000e+01,69
2.4666995559940799e-03,3.6178260154579841e-03,"BEACON FALLS",6.0000000000000000e+00,1.5000000000000000e+01,2.2000000000000000e+01,70
2.3963301914781934e-03,3.4689732295684322e-03,"SOUTHINGTON",1.3300000000000000e+02,1.0500000000000000e+02,1.5200000000000000e+02,71
2.3834450805248035e-03,2.8066736462254694e-03,"WALLINGFORD",1.4900000000000000e+02,1.0700000000000000e+02,1.2600000000000000e+02,72
2.3346303501945525e-03,2.7723735408560313e-03,"BERLIN",7.0000000000000000e+00,4.8000000000000000e+01,5.7000000000000000e+01,73
2.2435672719624202e-03,2.3837902264600714e-03,"NORTH BRANFORD",1.0000000000000000e+02,3.2000000000000000e+01,3.4000000000000000e+01,74
2.2024006166721727e-03,1.6518004625041295e-03,"EAST HADDAM",4.0000000000000000e+01,2.0000000000000000e+01,1.5000000000000000e+01,75
2.1976924229558962e-03,1.9979022026871784e-03,"ROCKY HILL",1.2000000000000000e+02,4.4000000000000000e+01,4.0000000000000000e+01,76
2.1645021645021645e-03,2.2018211673384088e-03,"MILFORD",8.5000000000000000e+01,1.1600000000000000e+02,1.1800000000000000e+02,77
2.1617931505290705e-03,2.5789813023855577e-03,"WETHERSFIELD",1.6000000000000000e+02,5.7000000000000000e+01,6.8000000000000000e+01,78
2.1515658618216590e-03,3.8250059765718384e-03,"SALEM",1.2200000000000000e+02,9.0000000000000000e+00,1.6000000000000000e+01,79
2.1070105989018004e-03,1.7239177627378368e-03,"SUFFIELD",1.4000000000000000e+02,3.3000000000000000e+01,2.7000000000000000e+01,80
2.0535989321285551e-03,1.7455590923092720e-03,"PROSPECT",1.1600000000000000e+02,2.0000000000000000e+01,1.7000000000000000e+01,81
2.0311442112389980e-03,2.0311442112389980e-03,"WILLINGTON",1.6100000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,82
2.0214271275520519e-03,2.6278552658176675e-03,"BOLTON",1.2000000000000000e+01,1.0000000000000000e+01,1.3000000000000000e+01,83
2.0144367970454926e-03,2.4760785630350847e-03,"NORTH HAVEN",1.0200000000000000e+02,4.8000000000000000e+01,5.9000000000000000e+01,84
1.9929140832595218e-03,6.6430469441984053e-04,"DEEP RIVER",3.6000000000000000e+01,9.0000000000000000e+00,3.0000000000000000e+00,85
1.8005851901868107e-03,9.0029259509340535e-04,"WOODBRIDGE",1.6800000000000000e+02,1.6000000000000000e+01,8.0000000000000000e+00,86
1.7897091722595079e-03,1.7897091722595079e-03,"GUILFORD",6.1000000000000000e+01,4.0000000000000000e+01,4.0000000000000000e+01,87
1.7878770401983967e-03,1.6436934079243324e-03,"GLASTONBURY",5.4000000000000000e+01,6.2000000000000000e+01,5.7000000000000000e+01,88
1.7793594306049821e-03,2.9655990510083037e-03,"SCOTLAND",1.2400000000000000e+02,3.0000000000000000e+00,5.0000000000000000e+00,89
1.7101325352714834e-03,1.7813880575744620e-03,"CROMWELL",3.3000000000000000e+01,2.4000000000000000e+01,2.5000000000000000e+01,90
1.6862113895914769e-03,2.1460872231164252e-03,"CLINTON",2.7000000000000000e+01,2.2000000000000000e+01,2.8000000000000000e+01,91
1.6814797021378813e-03,1.9216910881575786e-03,"POMFRET",1.1300000000000000e+02,7.0000000000000000e+00,8.0000000000000000e+00,92
1.6562384983437614e-03,2.5763709974236291e-03,"COLUMBIA",3.0000000000000000e+01,9.0000000000000000e+00,1.4000000000000000e+01,93
1.6531202644992423e-03,3.5817605730816917e-03,"LEBANON",7.2000000000000000e+01,1.2000000000000000e+01,2.6000000000000000e+01,94
1.6335762754460920e-03,1.8848957024377984e-03,"ELLINGTON",4.8000000000000000e+01,2.6000000000000000e+01,3.0000000000000000e+01,95
1.5830491962981004e-03,1.9483682415976620e-03,"LITCHFIELD",7.5000000000000000e+01,1.3000000000000000e+01,1.6000000000000000e+01,96
1.5745276417074878e-03,2.7991602519244225e-03,"SOMERS",1.3000000000000000e+02,1.8000000000000000e+01,3.2000000000000000e+01,97
1.5471728207991067e-03,1.6907249381928383e-03,"GREENWICH",5.7000000000000000e+01,9.7000000000000000e+01,1.0600000000000000e+02,98
1.5366884364195160e-03,1.5366884364195160e-03,"BOZRAH",1.3000000000000000e+01,4.0000000000000000e+00,4.0000000000000000e+00,99
1.5328019619865114e-03,2.7590435315757206e-03,"ANDOVER",1.0000000000000000e+00,5.0000000000000000e+00,9.0000000000000000e+00,100
1.5189873417721519e-03,2.0253164556962027e-03,"FRANKLIN",5.3000000000000000e+01,3.0000000000000000e+00,4.0000000000000000e+00,101
1.4734964519756485e-03,1.4734964519756485e-03,"SOUTH WINDSOR",1.3100000000000000e+02,3.8000000000000000e+01,3.8000000000000000e+01,102
1.4034192396019394e-03,1.1482521051288594e-03,"WOODSTOCK",1.7000000000000000e+02,1.1000000000000000e+01,9.0000000000000000e+00,103
1.3996889580093312e-03,1.8662519440124418e-03,"MARLBOROUGH",8.0000000000000000e+01,9.0000000000000000e+00,1.2000000000000000e+01,104
1.3832321524629217e-03,1.3832321524629217e-03,"OXFORD",1.0900000000000000e+02,1.8000000000000000e+01,1.8000000000000000e+01,105
1.3794757991963055e-03,1.7393390511605590e-03,"WOLCOTT",1.6700000000000000e+02,2.3000000000000000e+01,2.9000000000000000e+01,106
1.3779527559055118e-03,1.4763779527559055e-03,"OLD SAYBROOK",1.0700000000000000e+02,1.4000000000000000e+01,1.5000000000000000e+01,107
1.3656404853876467e-03,1.8728783799602012e-03,"FARMINGTON",5.2000000000000000e+01,3.5000000000000000e+01,4.8000000000000000e+01,108
1.3614703880190605e-03,1.5883821193555707e-03,"MIDDLEFIELD",8.3000000000000000e+01,6.0000000000000000e+00,7.0000000000000000e+00,109
1.2908777969018934e-03,1.5060240963855422e-03,"ORANGE",1.0800000000000000e+02,1.8000000000000000e+01,2.1000000000000000e+01,110
1.2795474442723416e-03,1.6836150582530810e-03,"TOLLAND",1.4300000000000000e+02,1.9000000000000000e+01,2.5000000000000000e+01,111
1.1890606420927466e-03,1.8094401075324407e-03,"EAST LYME",4.4000000000000000e+01,2.3000000000000000e+01,3.5000000000000000e+01,112
1.1515912897822446e-03,9.4221105527638187e-04,"HEBRON",6.8000000000000000e+01,1.1000000000000000e+01,9.0000000000000000e+00,113
1.1265297762302216e-03,1.4337651697475548e-03,"BETHEL",9.0000000000000000e+00,2.2000000000000000e+01,2.8000000000000000e+01,114
1.1181702668360864e-03,1.0673443456162644e-03,"SOUTHBURY",1.3200000000000000e+02,2.2000000000000000e+01,2.1000000000000000e+01,115
1.0935684505502016e-03,6.4930626751418224e-04,"CHESHIRE",2.5000000000000000e+01,3.2000000000000000e+01,1.9000000000000000e+01,116
1.0854816824966080e-03,1.6282225237449117e-03,"BARKHAMSTED",5.0000000000000000e+00,4.0000000000000000e+00,6.0000000000000000e+00,117
1.0648596321393999e-03,1.6456921587608905e-03,"CANTON",2.3000000000000000e+01,1.1000000000000000e+01,1.7000000000000000e+01,118
9.8570724494825043e-04,1.1089206505667817e-03,"SIMSBURY",1.2900000000000000e+02,2.4000000000000000e+01,2.7000000000000000e+01,119
9.5129375951293754e-04,1.7123287671232876e-03,"NORTH STONINGTON",1.0300000000000000e+02,5.0000000000000000e+00,9.0000000000000000e+00,120
9.4029149036201217e-04,9.4029149036201217e-04,"HARTLAND",6.6000000000000000e+01,2.0000000000000000e+00,2.0000000000000000e+00,121
9.3926111458985599e-04,1.5654351909830933e-03,"NORTH CANAAN",1.0100000000000000e+02,3.0000000000000000e+00,5.0000000000000000e+00,122
9.3072729690200776e-04,9.3072729690200776e-04,"OLD LYME",1.0600000000000000e+02,7.0000000000000000e+00,7.0000000000000000e+00,123
9.2155281649579542e-04,1.4207272587643512e-03,"MANSFIELD",7.9000000000000000e+01,2.4000000000000000e+01,3.7000000000000000e+01,124
8.1788440567066520e-04,8.1788440567066520e-04,"SHERMAN",1.2800000000000000e+02,3.0000000000000000e+00,3.0000000000000000e+00,125
7.8688524590163930e-04,1.3114754098360657e-04,"EASTON",4.7000000000000000e+01,6.0000000000000000e+00,1.0000000000000000e+00,126
7.6937872667820733e-04,1.1540680900173109e-03,"EAST GRANBY",3.9000000000000000e+01,4.0000000000000000e+00,6.0000000000000000e+00,127
7.5918615244457944e-04,7.5918615244457944e-04,"ESSEX",5.0000000000000000e+01,5.0000000000000000e+00,5.0000000000000000e+00,128
7.3920756948551156e-04,8.8704908338261385e-04,"NEW HARTFORD",9.3000000000000000e+01,5.0000000000000000e+00,6.0000000000000000e+00,129
7.2644250726442512e-04,1.5566625155666251e-03,"WOODBURY",1.6900000000000000e+02,7.0000000000000000e+00,1.5000000000000000e+01,130
7.2442770211532891e-04,7.2442770211532891e-04,"WESTBROOK",1.5700000000000000e+02,5.0000000000000000e+00,5.0000000000000000e+00,131
7.2358900144717795e-04,1.5677761698022191e-03,"HADDAM",6.2000000000000000e+01,6.0000000000000000e+00,1.3000000000000000e+01,132
7.1687157245779417e-04,4.6596652209756625e-04,"WESTPORT",1.5900000000000000e+02,2.0000000000000000e+01,1.3000000000000000e+01,133
6.8870523415977963e-04,1.0330578512396695e-03,"GOSHEN",5.5000000000000000e+01,2.0000000000000000e+00,3.0000000000000000e+00,134
6.2350618310298245e-04,1.4548477605736258e-03,"BURLINGTON",2.0000000000000000e+01,6.0000000000000000e+00,1.4000000000000000e+01,135
6.1967467079783109e-04,7.7459333849728897e-04,"KILLINGWORTH",7.1000000000000000e+01,4.0000000000000000e+00,5.0000000000000000e+00,136
5.8332847226273113e-04,5.2499562503645803e-04,"BROOKFIELD",1.8000000000000000e+01,1.0000000000000000e+01,9.0000000000000000e+00,137
5.7703404500865547e-04,5.7703404500865547e-04,"WASHINGTON",1.5100000000000000e+02,2.0000000000000000e+00,2.0000000000000000e+00,138
5.7142857142857147e-04,5.7142857142857147e-04,"EASTFORD",4.6000000000000000e+01,1.0000000000000000e+00,1.0000000000000000e+00,139
5.6633158714427298e-04,1.1326631742885460e-03,"NEW FAIRFIELD",9.2000000000000000e+01,8.0000000000000000e+00,1.6000000000000000e+01,140
5.4446460980036302e-04,7.2595281306715059e-04,"BETHANY",8.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+00,141
5.3529369780886446e-04,7.8509742345300119e-04,"NEWTOWN",9.8000000000000000e+01,1.5000000000000000e+01,2.2000000000000000e+01,142
5.2397170552790154e-04,6.5496463190987681e-04,"MIDDLEBURY",8.2000000000000000e+01,4.0000000000000000e+00,5.0000000000000000e+00,143
5.1872884132357763e-04,6.2793491318117285e-04,"TRUMBULL",1.4500000000000000e+02,1.9000000000000000e+01,2.3000000000000000e+01,144
5.0488823610409872e-04,2.7539358332950842e-04,"DARIEN",3.5000000000000000e+01,1.1000000000000000e+01,6.0000000000000000e+00,145
4.4145779173002401e-04,1.0300681807033894e-03,"NEW CANAAN",9.1000000000000000e+01,9.0000000000000000e+00,2.1000000000000000e+01,146
4.3886026364123987e-04,6.6641743738114203e-04,"FAIRFIELD",5.1000000000000000e+01,2.7000000000000000e+01,4.1000000000000000e+01,147
4.1090261607998904e-04,6.8483769346664835e-04,"DURHAM",3.8000000000000000e+01,3.0000000000000000e+00,5.0000000000000000e+00,148
3.6954915003695491e-04,1.1086474501108647e-03,"SHARON",1.2600000000000000e+02,1.0000000000000000e+00,3.0000000000000000e+00,149
3.6409976333515382e-04,7.2819952667030764e-04,"HARWINTON",6.7000000000000000e+01,2.0000000000000000e+00,4.0000000000000000e+00,150
3.5404496371039119e-04,8.8511240927597809e-04,"GRANBY",5.6000000000000000e+01,4.0000000000000000e+00,1.0000000000000000e+01,151
3.5294710835476228e-04,4.0336812383401404e-04,"MONROE",8.6000000000000000e+01,7.0000000000000000e+00,8.0000000000000000e+00,152
3.2583903551645487e-04,2.7153252959704574e-04,"AVON",4.0000000000000000e+00,6.0000000000000000e+00,5.0000000000000000e+00,153
2.8793550244745177e-04,8.6380650734235536e-04,"BETHLEHEM",1.0000000000000000e+01,1.0000000000000000e+00,3.0000000000000000e+00,154
2.7487630566245191e-04,1.3743815283122594e-03,"SALISBURY",1.2300000000000000e+02,1.0000000000000000e+00,5.0000000000000000e+00,155
2.7437853262360753e-04,5.4875706524721505e-04,"MADISON",7.7000000000000000e+01,5.0000000000000000e+00,1.0000000000000000e+01,156
2.3380874444704232e-04,4.6761748889408465e-04,"CHESTER",2.6000000000000000e+01,1.0000000000000000e+00,2.0000000000000000e+00,157
1.9254837777991720e-04,1.9254837777991720e-04,"WESTON",1.5800000000000000e+02,2.0000000000000000e+00,2.0000000000000000e+00,158
1.6030779095864059e-04,1.6030779095864059e-04,"WILTON",1.6200000000000000e+02,3.0000000000000000e+00,3.0000000000000000e+00,159
0.0000000000000000e+00,0.0000000000000000e+00,"BRIDGEWATER",1.6000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,160
0.0000000000000000e+00,0.0000000000000000e+00,"CORNWALL",3.1000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,161
0.0000000000000000e+00,3.4855350296270478e-04,"KENT",6.9000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,162
0.0000000000000000e+00,4.2122999157540015e-04,"LYME",7.6000000000000000e+01,0.0000000000000000e+00,1.0000000000000000e+00,163
0.0000000000000000e+00,0.0000000000000000e+00,"NORFOLK",9.9000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,164
0.0000000000000000e+00,3.2282363068976649e-04,"REDDING",1.1800000000000000e+02,0.0000000000000000e+00,3.0000000000000000e+00,165
0.0000000000000000e+00,0.0000000000000000e+00,"RIDGEFIELD",1.1900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,166
0.0000000000000000e+00,0.0000000000000000e+00,"ROXBURY",1.2100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,167
0.0000000000000000e+00,0.0000000000000000e+00,"UNION",1.4600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,168
0.0000000000000000e+00,7.0571630204657732e-04,"WARREN",1.5000000000000000e+02,0.0000000000000000e+00,1.0000000000000000e+00,169
